match_time,jc_order,league,home_team,away_team,score,bet365,hg,bet10,lb,ms,ac,snai,wl,ysb,wd,iw,bet12,lj,yh,bet18,jc,ybb,pb
20180818,,伊朗超,柏斯波利斯,拿芙马塞索利曼,0-0,"1.250,4.500,11.000,0.850,1.5,0.950,1.000,2.5,0.800","1.230,4.850,10.000,0.870,1.5,0.950,1.000,2.5,0.800","1.170,5.200,19.250,1.080,1.5,0.760,0.900,2.25,0.860",,"1.250,4.600,9.800,0.880,1.5,0.960,1.010,2.5,0.810",,,,"1.240,5.000,10.700,0.900,1.5,1.010,1.010,2.5,0.830","1.290,4.500,11.000,1.040,1.5,0.790,0.910,2.25,0.880",,"1.250,4.600,9.800,0.880,1.5,0.960,1.010,2.5,0.810","1.260,5.000,7.800,0.860,1.5,0.980,1.020,2.5,0.800",,"1.220,5.250,19.000,1.070,1.5,0.750,0.930,2.25,0.880",,"1.230,4.850,10.000,0.880,1.5,0.960,1.010,2.5,0.810",
20180818,,非冠杯,禾洛亚,多哥港,2-1,"1.400,3.500,11.000,0.880,1.25,0.920,1.050,2.5,0.750","1.330,4.300,7.300,0.850,1.25,0.910,0.960,2.5,0.800","1.370,3.550,11.250,1.020,1.25,0.850,1.030,2.5,0.800",,"1.340,4.050,8.000,0.870,1.25,0.930,0.980,2.5,0.820",,,,"1.330,4.300,8.600,0.940,1.25,0.960,1.060,2.5,0.790","1.330,4.000,12.000,0.810,1.25,0.990,0.800,2.25,0.950",,"1.340,4.050,8.000,0.870,1.25,0.930,0.980,2.5,0.820","1.380,4.400,6.000,0.960,1.25,0.880,0.770,2.25,1.050",,"1.610,3.400,5.000,0.850,1.25,0.910,1.010,2.5,0.780",,"1.330,4.300,7.300,0.940,1.25,0.900,1.030,2.5,0.790",
20180818,,波兰甲,克拉科维亚,卢宾扎格勒比,0-1,"2.500,3.400,2.700,0.850,0.0,1.000,1.050,2.5,0.800","2.470,3.350,2.530,0.920,0.0,0.960,1.060,2.5,0.800","2.400,3.200,2.850,0.800,0.0,1.070,1.020,2.5,0.810",,"2.470,3.200,2.760,0.860,0.0,1.060,1.060,2.5,0.840",,,,"2.700,3.100,2.450,1.050,0.0,0.850,1.020,2.5,0.820","2.450,3.300,2.880,0.790,0.0,1.110,1.020,2.5,0.830",,"2.470,3.200,2.760,0.860,0.0,1.060,1.060,2.5,0.840","2.560,3.050,2.770,0.870,0.0,1.050,1.080,2.5,0.820",,"2.500,3.300,2.900,0.800,0.0,1.090,1.050,2.5,0.830",,"2.470,3.350,2.530,0.940,0.0,0.980,1.080,2.5,0.820",
20180818,,捷乙,乌斯季,济斯科夫,4-1,"1.830,3.300,3.800,0.780,0.5,1.020,0.880,2.5,0.920","1.800,3.450,3.650,0.800,0.5,1.040,0.900,2.5,0.920","1.860,3.350,3.850,0.860,0.5,0.950,0.900,2.75,0.860",,"1.780,3.300,3.900,0.780,0.5,1.060,0.900,2.5,0.920",,,,"1.790,3.300,3.600,0.800,0.5,0.980,0.850,2.5,0.930","1.870,3.400,4.000,0.860,0.5,0.950,0.910,2.75,0.880",,"1.780,3.300,3.900,0.780,0.5,1.060,0.900,2.5,0.920","1.790,3.300,3.850,0.800,0.5,1.040,0.890,2.5,0.930",,"1.830,3.300,3.800,0.790,0.5,1.030,0.820,2.5,0.990",,"1.800,3.450,3.650,0.800,0.5,1.060,0.910,2.5,0.930",
20180818,,俄乙,FC穆罗姆,韦莱斯,2-2,"3.000,3.200,2.150,0.680,0.0,1.150,0.980,2.5,0.820","2.480,3.300,2.420,0.900,0.0,0.860,0.960,2.5,0.800","2.600,3.200,2.400,0.750,0.0,1.040,0.990,2.5,0.790",,,,,,"1.960,3.200,3.100,0.550,0.0,1.290,0.880,2.5,0.820","2.450,3.200,2.620,0.810,0.0,0.970,0.950,2.5,0.800",,,"2.270,3.100,2.660,0.750,0.0,1.050,1.000,2.5,0.800",,"2.500,3.300,2.400,0.800,0.0,0.960,0.960,2.5,0.800",,"2.190,3.250,2.800,0.650,0.0,1.230,1.000,2.5,0.820",
20180818,,奥丙西,雷欧贝多夫,施塔德劳,6-2,"2.200,3.500,2.800,0.950,0.25,0.850,0.950,2.75,0.850","2.160,3.450,2.710,0.950,0.25,0.810,0.960,2.75,0.800","2.150,3.450,2.800,0.960,0.25,0.820,0.930,2.75,0.850",,"2.200,3.300,2.760,0.970,0.25,0.830,0.940,2.75,0.860",,,,"2.140,3.400,2.600,0.920,0.25,0.850,1.020,2.75,0.770",,,"2.200,3.300,2.760,0.970,0.25,0.830,0.940,2.75,0.860",,,"2.100,3.500,2.850,0.950,0.25,0.810,0.960,2.75,0.800",,"2.160,3.450,2.710,0.950,0.25,0.810,0.960,2.75,0.800",
20180818,,芬丙,韦斯屈莱黑鸟,古吉,3-0,"1.800,4.500,3.000,0.880,0.5,0.920,0.820,3.25,0.980",,"1.800,4.400,2.950,0.860,0.5,0.910,0.810,3.25,0.970",,,,,,"1.800,4.500,2.800,0.880,0.5,0.890,0.800,3.25,0.980",,,,,,"1.800,4.500,3.000,0.860,0.5,0.900,0.800,3.25,0.950",,,
20180818,,芬丙,HPS赫尔辛基,云塔,1-2,"5.500,5.500,1.330,1.100,-1.25,0.700,0.880,4.25,0.920",,"5.500,5.500,1.310,1.100,-1.25,0.700,0.860,4.25,0.910",,,,,,"5.500,5.500,1.290,1.100,-1.25,0.710,0.850,4.25,0.930","5.750,5.200,1.330,0.890,-1.5,0.880,0.890,4.25,0.880",,,,,"5.500,5.500,1.330,1.100,-1.25,0.700,0.850,4.25,0.890",,,
20180818,,捷丁,巴尼克苏,塔特拉拉科夫尼克,3-2,"1.500,4.500,4.500,0.920,1.0,0.880,0.800,3.25,1.000",,,,,,,,".000,.000,.000,0.810,0.75,0.890,0.720,4.0,1.000",,,,,,"1.500,4.500,4.500,0.910,1.0,0.860,0.790,3.25,0.980",,,
20180818,,爱沙丙,禾鲁,瓦尼迪拉,3-4,"1.720,4.500,3.200,0.800,0.5,1.000,0.800,3.5,1.000",,"1.740,4.400,3.150,0.780,0.0,1.020,0.990,3.75,0.800",,,,,,,"2.050,3.800,2.700,0.900,0.25,0.870,0.950,3.75,0.800",,,,,"2.200,4.000,2.550,1.000,0.25,0.780,0.970,3.75,0.790",,,
20180818,,芬乙,努尔米耶尔维NJS,维京吉特,2-0,"3.750,4.000,1.660,0.750,-0.75,1.050,0.800,3.0,1.000","3.350,3.750,1.800,0.770,-0.75,1.120,0.840,3.0,1.020","3.750,4.000,1.680,0.840,-0.75,0.940,1.020,3.25,0.760",,"3.600,3.550,1.790,0.780,-0.75,1.060,0.840,3.0,0.980",,,,"3.600,3.600,1.710,0.750,-0.75,1.050,0.790,3.0,1.000","3.900,3.900,1.730,0.860,-0.75,0.960,0.830,3.0,0.950",,"3.600,3.550,1.790,0.780,-0.75,1.060,0.840,3.0,0.980","3.350,3.800,1.790,0.750,-0.75,1.090,0.820,3.0,1.000",,"3.700,4.000,1.660,0.750,-0.75,1.030,0.790,3.0,0.980",,"3.350,3.750,1.800,0.780,-0.75,1.130,0.850,3.0,1.030",
20180818,,爱沙甲,纳尔瓦,土勒维克,4-1,"1.200,5.750,11.000,0.780,1.75,1.020,0.850,3.25,0.950","1.180,6.000,9.200,0.750,1.75,1.070,0.770,3.25,1.030","1.180,5.900,10.500,0.760,1.75,1.020,0.850,3.25,0.920",,,,,,"1.200,6.000,10.000,0.730,1.75,1.180,0.560,3.25,1.360","1.180,6.250,12.000,1.030,2.0,0.800,0.850,3.25,0.920",,,"1.200,5.600,9.000,0.790,1.75,1.050,0.870,3.25,0.950",,"1.170,5.750,11.500,0.780,1.75,1.040,0.860,3.25,0.940",,"1.180,6.000,9.200,0.760,1.75,1.080,0.780,3.25,1.040",
20180818,,白俄超,德内普,尼曼河格罗德诺,0-0,"3.200,3.100,2.200,0.820,-0.25,0.980,0.800,2.0,1.000","2.880,3.000,2.270,0.770,-0.25,0.990,0.880,2.0,0.880","3.150,2.900,2.200,0.830,-0.25,0.950,0.800,2.0,0.990",,"2.730,3.050,2.350,0.810,-0.25,1.030,0.880,2.0,0.940",,,,,"3.100,2.900,2.200,0.840,-0.25,0.970,0.850,2.0,0.920",,"2.730,3.050,2.350,0.810,-0.25,1.030,0.840,2.0,0.980","2.680,3.100,2.360,0.850,-0.25,0.990,0.870,2.0,0.950",,"3.250,3.050,2.200,0.810,-0.25,0.960,0.840,2.0,0.920",,"2.970,3.050,2.190,0.850,-0.25,0.990,0.840,2.0,0.980",
20180818,,芬丙,艾弗克,圖威,1-0,"2.200,4.200,2.370,0.850,0.0,0.950,0.900,3.25,0.900",,,,,,,,"2.200,4.200,2.240,0.850,0.0,0.930,0.870,3.25,0.900",,,,,,"2.200,4.200,2.350,0.830,0.0,0.930,0.870,3.25,0.870",,,
20180818,,德地区北,VfB艾斯特,VfR嘉兴,3-1,"2.200,3.600,3.000,0.920,0.25,0.920,0.850,3.0,1.000","2.130,3.700,2.630,1.000,0.25,0.860,0.900,3.0,0.940","2.100,3.700,2.800,0.940,0.25,0.870,0.860,3.0,0.910",,"2.150,3.400,2.770,0.920,0.25,0.920,0.820,3.0,1.000",,,,"2.100,3.400,2.700,0.870,0.25,0.900,0.810,3.0,0.970","2.150,3.700,2.880,0.920,0.25,0.850,0.870,3.0,0.900",,"2.150,3.400,2.770,0.920,0.25,0.920,0.820,3.0,1.000","2.190,3.300,2.770,0.940,0.25,0.900,0.850,3.0,0.970",,"2.200,3.800,2.900,0.930,0.25,0.870,0.870,3.0,0.930",,"2.130,3.700,2.630,1.010,0.25,0.870,0.910,3.0,0.950",
20180818,,土甲,伊拉兹斯堡,波卢斯堡,1-2,"3.100,3.200,2.100,1.000,-0.25,0.800,1.000,2.5,0.800","3.600,3.300,1.850,0.990,-0.5,0.850,1.020,2.5,0.800","2.900,3.150,2.300,0.790,-0.25,1.030,0.770,2.25,1.020",,"3.550,3.450,1.820,1.020,-0.5,0.820,1.000,2.5,0.820",,,,"3.800,3.400,1.840,1.000,-0.5,0.790,0.970,2.5,0.810","2.900,3.300,2.380,0.820,-0.25,1.070,0.830,2.25,1.020",,"3.550,3.450,1.820,1.020,-0.5,0.820,1.000,2.5,0.820","3.050,3.150,2.100,1.030,-0.25,0.810,1.020,2.5,0.800",,"2.950,3.200,2.300,0.730,-0.25,0.970,0.730,2.25,0.960",,"3.600,3.300,1.850,1.000,-0.5,0.860,1.030,2.5,0.810",
20180818,,捷甲,杜库拉,斯洛瓦科,1-2,"2.250,3.300,3.200,0.950,0.25,0.850,0.820,2.25,0.980","2.250,3.250,2.880,0.980,0.25,0.900,0.900,2.25,0.960","2.250,3.200,3.050,1.010,0.25,0.860,0.830,2.25,1.000",,"2.200,3.150,3.050,0.970,0.25,0.930,0.830,2.25,1.050",,,,"2.250,3.200,2.900,0.990,0.25,0.910,0.890,2.25,0.970","2.300,3.300,3.100,1.020,0.25,0.880,0.870,2.25,1.020",,"2.200,3.150,3.050,0.970,0.25,0.930,0.830,2.25,1.050","2.360,3.100,2.810,1.000,0.25,0.900,0.890,2.25,0.990",,"2.300,3.250,3.150,0.970,0.25,0.830,0.810,2.25,1.000",,"2.250,3.250,2.880,0.990,0.25,0.910,0.910,2.25,0.970",
20180818,周五002,俄超,安郅马哈奇卡拉,奥伦堡加索维克,1-3,"3.750,2.900,2.200,0.980,-0.25,0.880,1.150,2.0,0.720","3.300,2.940,2.190,0.990,-0.25,0.890,1.110,2.0,0.760","3.100,3.000,2.400,0.890,-0.25,0.960,1.130,2.0,0.720",,"3.400,3.000,2.200,1.030,-0.25,0.890,1.140,2.0,0.780","3.380,2.910,2.150,0.950,-0.25,0.850,1.020,2.0,0.680",,,"3.400,2.900,2.170,1.040,-0.25,0.870,1.070,2.0,0.780","3.100,3.000,2.380,0.820,-0.25,1.080,0.910,2.0,0.920",,"3.400,3.000,2.200,1.030,-0.25,0.890,1.140,2.0,0.780","3.300,2.910,2.300,0.920,-0.25,1.000,1.170,2.0,0.750",,"3.100,3.000,2.400,1.400,0.0,0.590,0.890,2.0,0.970",,"3.300,2.940,2.190,1.010,-0.25,0.910,1.130,2.0,0.780",
20180818,,捷乙,布尔诺,布德约维茨迪纳摩,2-1,"2.250,3.200,2.800,1.020,0.25,0.780,1.000,2.5,0.800","2.240,3.300,2.710,1.040,0.25,0.800,1.020,2.5,0.800","2.250,3.200,2.900,1.000,0.25,0.830,0.840,2.5,0.940",,"2.330,3.100,2.720,1.020,0.25,0.820,1.000,2.5,0.820",,,,"2.360,3.200,2.480,1.040,0.25,0.750,0.980,2.5,0.800","2.300,3.250,3.000,0.990,0.25,0.830,0.850,2.5,0.920",,"2.330,3.100,2.720,1.020,0.25,0.820,1.000,2.5,0.820","2.380,3.150,2.620,1.040,0.25,0.800,1.020,2.5,0.800",,"2.250,3.200,2.800,1.030,0.25,0.790,0.930,2.5,0.870",,"2.240,3.300,2.710,1.050,0.25,0.810,1.030,2.5,0.810",
20180818,,马耳甲,科密,森格利亚竞技,1-0,"2.700,3.750,2.200,1.000,0.0,0.800,0.780,2.75,1.020",,"2.500,3.750,2.250,1.060,0.0,0.730,0.780,2.75,1.020",,,,,,".000,.000,.000,0.320,0.25,1.900,1.020,2.25,0.800",,,,".000,.000,.000,0.990,0.0,0.770,0.760,2.75,1.000",,"2.700,3.700,2.200,1.050,0.0,0.710,0.760,2.75,1.000",,,
