match_time,jc_order,league,home_team,away_team,score,bet365,hg,bet10,lb,ms,ac,snai,wl,ysb,wd,iw,bet12,lj,yh,bet18,jc,ybb,pb
20200715,,波兰丙,琴斯托霍瓦火花,莱茨纳,0-0,"2.620,3.200,2.400,0.900,0,0.900,0.720,2.5,1.080","2.480,3.350,2.390,0.950,0,0.870,0.800,2.5,1.000","2.450,3.400,2.550,0.950,0,0.870,0.760,2.5,1.030",,"2.500,3.300,2.400,0.920,0,0.920,0.760,2.5,1.060",,,,"2.390,3.200,2.420,1.110,0.25,0.770,1.000,2.75,0.850","2.550,3.250,2.380,0.950,0,0.790,0.930,2.75,0.830",,"2.500,3.300,2.400,0.920,0,0.920,0.760,2.5,1.060","2.390,3.160,2.420,1.090,0.25,0.710,0.950,2.75,0.830","2.300,3.500,2.510,0.920,0,0.930,0.750,2.5,1.080","2.650,3.200,2.400,0.920,0,0.860,0.740,2.5,1.040",,"2.480,3.350,2.390,0.960,0,0.880,0.900,2.5,0.920","2.570,3.360,2.600,0.890,0,0.910,0.930,2.75,0.850"
20200715,,球会友谊,巴尔坎,梅茲拉火车头,6-0,,,,,,,,,,,,,,,,,,
20200715,,球会友谊,索科乌兹提,诺维沙迪,4-2,,,,,,,,,,,,,,,,,,
20200715,,球会友谊,萨拉热窝,斯洛伯达,1-1,,,,,,,,,,,,,,,,,,
20200715,,球会友谊,圣埃蒂安,沙勒罗瓦,4-0,,,,,,,,,,,,,,,,,,
20200715,,球会友谊,科西策,斯拉维亚克思雀,3-2,"1.533,5.500,4.500,0.950,2.25,0.850,0.925,5.5,0.875",,,,,,,,,,,,,,,,,
20200715,,球会友谊,索科乌兹提,FK诺夫萨迪克,4-2,,,,,,,,,,,,,,,,,,
20200715,,球会友谊,亚布洛内茨B队,弗里德克,5-0,,,,,".000,.000,.000,1.110,-0.5,0.660,0.580,3.5,1.210",,,,,,,".000,.000,.000,1.110,-0.5,0.660,0.580,3.5,1.210",".000,.000,.000,0.930,-0.5,0.790,0.940,3.25,0.780",,,,,"3.420,3.770,1.800,0.900,-0.5,0.800,0.910,3.25,0.790"
20200715,,球会友谊,SK上米托,贺拉戴克B队,1-1,,,,,,,,,,,,,,,,,,
20200715,,球会友谊,奥林比克斯尼克西亚,波勒米迪奥,1-2,"1.750,3.600,3.750,1.000,0.75,0.800,0.800,3.0,1.000",,,,,,,,,"1.870,3.600,2.880,1.010,0.75,0.810,0.780,3.0,0.950",,,".000,.000,.000,0.690,0.5,1.030,0.910,3.75,0.810",,,,,
