match_time,jc_order,league,home_team,away_team,score,bet365,hg,bet10,lb,ms,ac,snai,wl,ysb,wd,iw,bet12,lj,yh,bet18,jc,ybb,pb
20200112,,球会友谊,云达不莱梅,汉诺威96,3-1,"1.600,3.800,4.750,0.750,0.75,1.050,0.950,3.0,0.850","1.680,3.850,3.800,0.870,0.75,0.890,0.930,3.0,0.830","1.540,4.050,4.900,1.000,1.0,0.840,0.810,3.0,0.970",,,,,,"1.480,4.200,4.800,0.860,1.0,0.990,0.910,3.0,0.920","1.650,3.700,4.100,0.910,0.75,0.900,0.930,3.0,0.800",,,"1.580,3.900,4.300,0.890,1.0,0.950,0.920,3.0,0.900","1.600,4.000,4.100,0.740,0.75,1.050,0.950,3.0,0.840","1.560,4.000,4.500,0.760,0.75,1.060,0.910,3.0,0.910",,"1.680,3.850,3.800,0.880,0.75,0.880,0.940,3.0,0.820","1.560,4.380,5.160,1.000,1.0,0.830,0.830,3.0,0.970"
20200112,,法丁A,博比尼,朗斯B队,0-0,,,,,,,,,,,,,,,,,,
20200112,,西杯,UD伊比萨,阿尔巴切特,1-1,"2.380,3.000,2.800,0.750,0.0,1.120,1.020,2.25,0.820","2.640,3.150,2.360,1.020,0,0.800,0.970,2.25,0.830","2.850,2.950,2.400,0.730,-0.25,1.120,0.950,2.25,0.840",,"2.410,3.050,2.650,0.700,-0.25,1.160,0.990,2.25,0.830",,,,"2.320,3.100,2.800,0.720,0,1.130,1.100,2.25,0.770","2.450,3.130,3.000,1.130,0.25,0.800,1.020,2.25,0.830",,"2.410,3.050,2.650,0.610,-0.25,1.290,0.990,2.25,0.830","2.470,3.050,2.580,0.750,-0.25,1.090,0.970,2.25,0.850","2.420,3.150,2.580,0.870,0,0.980,0.990,2.25,0.840","2.450,3.100,2.650,0.840,0,0.960,1.010,2.25,0.810",,"2.420,3.150,2.580,0.860,0.0,0.980,0.980,2.25,0.840","2.630,3.120,2.790,0.850,0,0.960,0.950,2.25,0.850"
20200115,,亚冠杯,阿尔费萨里,科威特竞技,1-1,"2.250,3.400,2.750,0.900,0.0,0.950,1.000,2.25,0.850","2.010,3.200,3.250,1.010,0.5,0.750,0.910,2.25,0.850","2.250,2.900,3.200,1.000,0.25,0.840,0.940,2.25,0.850",,"2.210,3.000,3.050,1.020,0.25,0.820,0.980,2.25,0.840","2.200,3.100,2.800,1.080,0.75,0.720,0.890,2.5,0.810",,,"2.410,3.000,2.700,1.070,0.25,0.800,1.010,2.25,0.850","1.620,3.500,6.000,0.810,0.75,1.090,1.000,2.5,0.870",,"2.400,2.990,2.770,1.020,0.25,0.820,0.980,2.25,0.840","2.410,3.000,2.690,1.040,0.25,0.800,0.970,2.25,0.850","2.240,3.150,2.800,1.040,0.25,0.810,0.970,2.25,0.860","1.900,3.350,3.400,1.020,0.5,0.760,0.920,2.25,0.860",,"2.010,3.200,3.250,1.010,0.5,0.750,0.910,2.25,0.850","2.020,3.210,3.990,1.030,0.5,0.790,0.920,2.25,0.870"
20200115,,马里甲,AS巴马科,昂泽,0-0,"1.670,3.200,5.000,0.720,0.5,1.070,1.050,2.25,0.750",,,,,,,,,,,,,,"1.670,3.200,5.000,0.730,0.5,1.080,1.350,2.5,0.570",,,
20200117,,球会友谊,特鲁瓦,塞勒瑟逊,5-1,"1.330,4.500,7.000,0.800,1.25,1.000,0.800,3.0,1.000","1.350,4.600,6.000,0.870,1.25,0.950,0.810,3.0,0.990",,,,,,,".000,.000,.000,0.810,1.25,1.050,0.810,3.0,1.020","1.330,4.500,6.500,0.810,1.25,1.010,0.780,3.0,0.950",,,,"1.390,4.550,5.500,0.890,1.25,0.960,0.830,3.0,1.000","1.330,4.500,7.000,0.800,1.25,1.000,0.500,2.5,1.500",,"1.370,4.600,5.800,0.880,1.25,0.960,0.820,3.0,1.000",
20200117,,墨西U20,华雷斯U20,普马斯U20,0-0,"2.620,3.600,2.200,0.800,-0.25,1.000,0.850,2.75,0.950",,,,"2.750,3.550,2.130,0.840,-0.25,1.000,0.870,2.75,0.950",,,,"2.700,3.600,2.110,0.800,-0.25,0.980,0.830,2.75,0.950",,,"2.760,3.500,2.140,0.840,-0.25,1.000,0.870,2.75,0.950",,,"2.650,3.600,2.200,0.800,-0.25,1.000,0.670,2.5,1.150",,,
20200117,,冈比亚甲,史蒂夫比科,贾拉西区,0-0,"2.300,2.620,3.300,1.020,0.25,0.780,1.000,2.0,0.800",,,,,,,,,,,,,,".000,.000,.000,1.020,0.25,0.770,1.000,2.0,0.800",,,
20200117,,以杯,比达耶路撒冷,麦卡比,3-1,"1.050,11.000,21.000,0.900,3.0,0.900,0.900,4.25,0.900",,"1.010,14.500,25.000,0.800,3.75,1.030,0.810,4.75,0.980",,".000,.000,.000,1.090,4.0,0.750,0.820,4.75,1.000",,,,,"1.050,10.000,21.000,0.810,3.0,0.970,0.800,4.25,0.930",,".000,.000,.000,1.170,4.0,0.690,0.960,4.75,0.860",,,"1.140,6.250,19.000,0.800,2.75,1.060,0.890,3.25,0.910",,,"1.050,13.890,31.910,0.920,3.25,0.910,0.990,4.5,0.820"
20200117,,球会友谊,埃森舍纳贝克女足,PSV埃因霍温女足,3-2,"1.670,5.000,3.200,0.950,0.75,0.850,0.850,3.75,0.950",,"1.640,4.350,3.800,0.860,0.75,0.980,0.850,3.75,0.940",,"1.430,4.500,5.000,0.990,0.75,0.850,0.870,3.75,0.950",,,,"1.670,5.000,2.900,0.950,0.75,0.830,0.830,3.75,0.950",,,"1.430,4.500,5.000,0.990,0.75,0.850,0.870,3.75,0.950",,,"1.710,4.700,3.450,0.940,0.75,0.870,0.860,3.75,0.930",,,"1.410,5.730,5.110,0.850,0.75,0.960,0.850,3.75,0.950"
20200117,,以女甲,特拉维夫大学女足,侯隆马卡比女足,6-1,"1.300,5.500,6.000,0.800,1.25,1.000,0.850,3.25,0.950",,"1.320,4.900,5.950,1.020,1.5,0.780,0.770,3.25,1.020",,"1.400,4.300,5.800,0.900,1.25,0.920,0.800,3.25,1.000",,,,"1.440,5.000,4.500,1.100,1.25,0.710,0.830,3.25,0.950","1.330,4.500,6.000,0.790,1.25,0.990,0.830,3.25,0.930",,"1.450,4.150,5.300,0.900,1.25,0.920,0.800,3.25,1.000",,,"1.300,5.500,6.000,0.800,1.25,1.000,0.400,2.5,1.880",,,"1.380,5.220,6.670,1.080,1.25,0.770,0.810,3.25,1.020"
20200117,,球会友谊,巴迪莎,比绍夫斯伟达FV,1-2,"5.750,5.000,1.360,1.000,-1.25,0.800,0.850,3.5,0.950",,,,,,,,,"6.500,5.000,1.300,0.940,-1.5,0.880,0.900,3.75,0.830",,,,,".000,.000,.000,1.160,-1.25,0.690,0.650,3.5,1.050",,,
20200117,,埃及超,伊蒂哈德伊斯坎达里,金字塔,1-1,"3.300,2.880,2.250,0.850,-0.25,0.950,0.800,2.0,1.000","3.100,2.980,2.170,0.850,-0.25,0.910,0.760,2.0,1.000","3.400,3.050,2.100,0.940,-0.25,0.850,0.810,2.0,0.940",,"3.050,2.950,2.210,0.850,-0.25,1.030,0.820,2.0,1.040",,,,"3.100,3.000,2.150,0.830,-0.25,1.070,0.870,2.0,1.020","3.600,3.200,2.100,0.790,-0.5,1.060,0.800,2.25,1.020",,"3.050,2.950,2.210,0.850,-0.25,1.030,0.820,2.0,1.040","2.740,2.890,2.290,0.810,-0.25,1.030,0.860,2.0,0.960","3.050,2.950,2.210,0.900,-0.25,0.950,0.770,2.0,1.060","3.200,2.950,2.150,0.860,-0.25,0.900,0.770,2.0,0.990",,"3.100,2.980,2.170,0.860,-0.25,0.900,0.770,2.0,0.990","3.500,3.060,2.310,0.900,-0.25,0.940,0.810,2.0,1.020"
20200117,,土杯,特拉布宗体育,代尼兹利体育,2-0,"1.440,4.330,6.000,0.820,1.0,0.970,0.800,2.5,1.000","1.450,4.050,5.400,0.800,1.0,0.960,0.780,2.5,0.980","1.440,4.100,6.450,1.140,1.25,0.700,1.010,2.75,0.770",,"1.450,4.000,5.500,0.800,1.0,1.110,0.820,2.5,1.060","1.350,3.950,5.350,0.720,1.0,0.980,0.690,2.5,0.910",,,"1.460,4.000,6.200,0.800,1.0,1.060,0.820,2.5,1.040","1.500,4.100,6.000,0.880,1.0,1.010,1.020,2.75,0.850",,"1.450,4.000,5.600,0.800,1.0,1.110,0.820,2.5,1.060","1.450,3.780,5.990,0.810,1.0,1.050,0.820,2.5,1.020","1.420,4.150,5.600,0.800,1.0,1.050,0.810,2.5,1.020","1.450,4.100,5.500,0.800,1.0,0.960,0.790,2.5,0.990",,"1.450,4.050,5.400,0.800,1.0,0.960,0.780,2.5,0.980","1.470,4.230,6.890,0.820,1.0,0.990,0.790,2.5,1.000"
20200117,,以杯,尼坦耶马卡比,比尔舒华夏普尔,1-2,"2.150,3.100,3.200,0.680,0.0,1.150,0.950,2.25,0.850","2.860,3.150,2.220,0.820,-0.25,1.000,1.000,2.25,0.800","3.000,3.050,2.350,0.820,-0.25,1.010,0.950,2.25,0.840",,"3.100,3.100,2.110,0.840,-0.25,1.000,0.960,2.25,0.860",,,,"2.500,3.000,2.460,0.920,0,0.850,0.930,2.25,0.850","3.000,3.100,2.250,0.820,-0.25,0.960,0.900,2.25,0.830",,"2.990,3.100,2.180,0.840,-0.25,1.000,0.960,2.25,0.860","2.620,3.020,2.300,0.830,-0.25,0.970,0.950,2.25,0.830","2.860,3.150,2.220,0.840,-0.25,1.010,1.020,2.25,0.810","3.100,3.250,2.250,0.880,-0.25,0.960,0.940,2.25,0.900",,"2.860,3.150,2.220,0.830,-0.25,1.010,1.010,2.25,0.810","2.460,3.090,3.050,1.080,0.25,0.760,0.950,2.25,0.860"
20200117,,圣青杯,欧斯特 U20,奥瓦青年队,0-0,"2.620,3.600,2.200,0.800,-0.25,1.000,0.950,3.0,0.850","2.510,3.500,2.140,0.820,0,0.780,0.850,3.0,0.750","2.600,3.400,2.300,1.000,0,0.800,0.940,3.0,0.850",,"2.700,3.350,2.210,1.010,0,0.790,0.950,3.0,0.850",,,,"2.440,3.500,2.200,0.980,0,0.800,0.880,3.0,0.890","2.500,3.500,2.300,0.790,-0.25,0.990,0.930,3.0,0.830",,"2.590,3.350,2.300,1.010,0,0.790,0.950,3.0,0.850",".000,.000,.000,0.950,0,0.850,0.950,3.0,0.850","2.410,3.500,2.220,0.830,0,0.800,0.870,3.0,0.760","2.650,3.600,2.200,0.800,-0.25,1.000,0.570,2.5,1.350",,"2.020,3.350,2.470,0.650,-0.0,0.950,0.850,3.0,0.750","2.820,3.400,2.440,0.760,-0.25,1.080,0.970,3.0,0.830"
20200117,,阿尔甲,SM阿尔及尔,卡比利亚,1-0,"1.730,3.100,5.000,0.800,0.5,1.000,1.050,2.5,0.750","1.960,3.300,3.300,0.970,0.5,0.850,1.020,2.5,0.780","1.900,3.250,3.600,0.950,0.5,0.850,0.990,2.5,0.810",,"1.960,2.950,3.700,0.860,0.5,0.980,0.970,2.5,0.850",,,,"1.820,3.400,3.600,0.820,0.5,1.030,1.010,2.5,0.820","1.750,3.250,4.100,0.790,0.5,0.990,0.890,2.5,0.890",,"1.960,2.950,3.700,0.860,0.5,0.980,0.970,2.5,0.850","1.940,3.250,3.350,0.880,0.5,0.920,0.980,2.5,0.800","1.900,3.300,3.450,0.990,0.5,0.860,1.040,2.5,0.790","1.840,3.000,4.300,0.830,0.5,0.950,0.900,2.5,0.840",,"1.960,3.300,3.300,0.970,0.5,0.870,1.030,2.5,0.790","1.860,3.430,4.360,0.860,0.5,0.960,0.820,2.25,0.990"
20200117,,摩洛超,卡萨布兰卡维达德,哈撒那,3-2,"1.360,4.500,6.500,1.200,1.5,0.650,0.880,2.5,0.930","1.230,5.000,9.400,0.800,1.5,0.960,0.800,2.5,0.960","1.330,4.450,7.500,1.120,1.5,0.740,0.860,2.5,0.930",,"1.330,4.500,6.900,1.090,1.5,0.750,0.920,2.5,0.900",,,,"1.340,4.400,7.900,1.130,1.5,0.720,0.840,2.5,0.950","1.290,4.600,10.500,1.050,1.5,0.800,0.800,2.25,0.980",,"1.330,4.500,6.900,1.090,1.5,0.750,0.920,2.5,0.900","1.340,4.400,6.800,1.040,1.5,0.800,0.870,2.5,0.950","1.230,5.000,9.400,0.820,1.5,0.970,0.820,2.5,0.970","1.220,5.250,9.500,0.800,1.5,0.960,0.830,2.5,0.960",,"1.300,4.600,7.600,1.020,1.5,0.740,0.800,2.5,0.960","1.360,4.170,9.340,1.070,1.25,0.740,0.810,2.25,0.990"
20200117,,西乙,拉科鲁尼亚,桑坦德竞技,2-1,"1.830,3.200,5.000,0.880,0.5,0.970,1.050,2.25,0.800","1.860,3.200,4.350,0.860,0.5,1.020,1.040,2.25,0.820","1.950,2.950,4.250,0.990,0.5,0.840,1.040,2.25,0.760",,"1.800,3.200,4.700,1.020,0.5,0.860,1.080,2.25,0.800","1.980,2.920,3.870,1.000,0.5,0.700,0.840,2.0,0.760",,,"2.030,3.000,4.000,1.070,0.5,0.820,0.940,2.0,0.950","1.870,3.200,4.800,0.900,0.5,0.990,0.830,2.0,1.050",,"1.800,3.200,4.700,1.020,0.5,0.860,1.080,2.25,0.800","1.900,3.350,3.950,0.940,0.5,0.960,1.140,2.25,0.770","1.860,3.200,4.350,0.880,0.5,1.030,1.060,2.25,0.830","2.000,3.000,4.400,0.990,0.5,0.830,1.060,2.25,0.780",,"1.860,3.200,4.350,0.870,0.5,1.050,1.050,2.25,0.850","1.960,3.150,4.770,1.020,0.5,0.860,1.080,2.25,0.790"
20200117,,球会友谊,克萊,万纳艾克尔,3-1,"1.450,4.750,4.500,1.000,1.25,0.800,0.900,4.0,0.900",,,,,,,,,,,,,,,,,
20200117,,球会友谊,VG纳塔利,派哈,1-2,,,,,,,,,,,,,,,,,,
20200117,,以女甲,凯尔耶特女足,马卡比哈德洛女足,3-2,"1.080,9.000,13.000,0.900,2.75,0.900,0.800,4.0,1.000",,"1.180,6.100,8.500,0.830,2.0,0.960,0.910,3.75,0.880",,"1.160,6.500,9.600,0.970,2.25,0.850,0.900,3.75,0.900",,,,"1.130,8.000,11.000,0.900,2.75,0.870,0.790,4.0,1.000","1.060,7.500,17.000,0.890,2.75,0.890,0.780,4.0,0.980",,"1.160,6.400,9.300,0.970,2.25,0.850,0.900,3.75,0.900",,,"1.120,8.500,13.500,1.120,2.25,0.720,1.040,3.75,0.780",,,"1.190,7.220,11.870,0.940,2.25,0.900,0.900,3.75,0.930"
20200117,,以女甲,FC哈萨隆女足,马卡比埃梅克黑费尔女足,4-0,"1.170,6.500,10.000,0.900,2.0,0.900,0.900,3.75,0.900",,"1.180,5.650,9.500,0.860,1.75,0.940,0.870,3.25,0.920",,"1.270,5.000,7.500,0.820,1.5,1.000,0.900,3.25,0.900",,,,"1.170,6.500,10.000,0.900,2.0,0.870,1.120,3.75,0.700",,,"1.280,4.950,7.300,0.820,1.5,1.000,0.900,3.25,0.900",,,"1.190,6.500,11.000,0.730,1.75,1.100,0.870,3.25,0.930",,,"1.200,6.570,11.980,0.860,1.75,0.980,0.880,3.25,0.940"
20200117,,巴波联,弗卡体育,帕尔梅拉,0-0,"2.400,3.200,2.750,1.100,0.25,0.700,0.900,2.25,0.900","2.230,3.150,2.610,0.990,0.25,0.710,0.800,2.25,0.900","2.350,3.200,2.650,0.830,0,0.970,0.930,2.25,0.860",,"2.370,3.100,2.660,0.790,0,1.010,0.920,2.25,0.880",,,,"2.310,2.900,2.900,0.730,0,1.070,1.100,2.25,0.710","2.400,3.000,2.700,0.800,0,0.990,0.910,2.25,0.850",,"2.370,3.100,2.660,0.790,0,1.010,0.920,2.25,0.880","2.370,2.970,2.550,0.830,0,0.970,0.930,2.25,0.850","2.230,3.150,2.610,1.010,0.25,0.720,0.820,2.25,0.910","2.250,3.150,2.600,1.000,0.25,0.700,0.810,2.25,0.890",,"2.230,3.150,2.610,1.000,0.25,0.700,0.810,2.25,0.890","2.550,2.970,3.040,0.750,0,1.090,0.850,2.0,0.960"
20200117,,球会友谊,阿拉瓜,拉尼罗斯瓜纳雷,0-2,"3.000,3.400,2.050,1.300,0.0,0.600,1.000,2.5,0.800","3.150,3.300,2.010,1.000,-0.25,0.760,1.000,2.5,0.760","2.450,3.300,2.600,0.860,0,0.970,1.000,2.5,0.800",,"3.500,3.200,1.940,1.020,-0.25,0.780,1.040,2.5,0.760",,,,".000,.000,.000,1.330,0,0.550,0.970,2.5,0.750","2.450,3.130,2.550,0.850,0,0.960,0.950,2.5,0.780",,"3.450,3.200,1.950,1.020,-0.25,0.780,1.040,2.5,0.760",".000,.000,.000,0.800,0,0.900,0.950,2.5,0.750","3.150,3.300,2.010,1.020,-0.25,0.770,1.020,2.5,0.770","3.150,3.300,2.000,1.000,0,0.800,1.010,2.5,0.770",,"3.150,3.300,2.010,1.000,-0.25,0.760,1.000,2.5,0.760",
20200117,,以女甲,布尔尼坦亚女足,拉那那夏普尔女足,2-1,"1.030,13.000,21.000,0.800,4.0,1.000,0.900,4.75,0.900",,"1.030,11.000,16.000,0.880,3.0,0.910,0.930,4.0,0.860",,,,,,"1.030,13.000,21.000,0.800,4.0,0.980,0.870,4.75,0.900",,,,,,"1.030,13.000,21.000,0.930,3.75,0.880,0.970,4.5,0.840",,,"1.040,15.390,39.580,0.830,4.0,1.010,0.810,4.0,1.010"
20200117,,球会友谊,穆尔海默SV 07,布劳韦斯,2-2,"4.000,5.000,1.530,0.930,-1.0,0.880,0.850,4.25,0.950",,,,,,,,,,,,,,"4.000,5.000,1.530,0.930,-1.0,0.880,0.790,4.25,1.020",,,
20200117,,球会友谊,克洛斯特哈特,FSV杜伊斯堡,1-3,"4.750,5.000,1.440,0.850,-1.25,0.950,0.850,3.75,0.950",,,,,,,,,".000,.000,.000,0.850,-1.25,0.960,0.800,3.75,0.910",,,,,"4.700,5.000,1.430,0.980,-1.25,0.720,0.770,3.75,1.050",,,
20200117,,球会友谊,DJK斯巴达比克,SV乌德希姆,6-0,"1.833,4.750,3.100,0.850,0.5,0.950,0.850,3.5,0.950",,,,,,,,,,,,,,,,,
20200117,,球会友谊,新牙,霍尔济姆SG,0-6,"4.333,4.333,1.666,1.000,-0.75,0.800,1.025,3.25,0.775",,,,,,,,,,,,,,,,,
20200117,,西乙,赫罗纳,埃斯特雷马杜拉,3-1,"1.610,3.600,6.000,0.820,0.75,1.020,0.900,2.25,0.950","1.640,3.550,5.300,0.830,0.75,1.050,0.860,2.25,1.000","1.570,3.450,6.000,1.150,1.0,0.700,1.080,2.5,0.710",,"1.630,3.550,5.400,0.830,0.75,1.050,0.880,2.25,1.000","1.520,3.620,5.900,0.950,1.0,0.750,0.760,2.25,0.840",,,"1.500,3.900,6.500,1.000,1.0,0.900,0.930,2.25,0.960","1.620,3.600,6.500,0.830,0.75,1.070,0.910,2.25,0.930",,"1.630,3.550,5.400,0.830,0.75,1.050,0.880,2.25,1.000","1.620,3.600,5.400,0.830,0.75,1.070,0.940,2.25,0.960","1.640,3.550,5.300,0.850,0.75,1.060,0.880,2.25,1.010","1.600,3.500,6.500,0.810,0.75,1.030,0.850,2.25,0.970",,"1.640,3.550,5.300,0.840,0.75,1.080,0.870,2.25,1.030","1.630,3.620,6.580,0.830,0.75,1.060,0.870,2.25,1.000"
20200117,,球会友谊,SF汉姆博尔07,尼德默尔姆特,4-1,"1.910,4.330,2.800,1.000,0.5,0.800,0.850,3.5,0.950",,,,,,,,,,,,,,,,,
20200117,,球会友谊,VFR克雷菲尔德,纽韦克体育中心,4-1,"1.727,4.500,3.400,0.950,0.75,0.850,0.900,3.75,0.900",,,,,,,,,,,,,,,,,
20200117,,英青杯,狼队U18,水晶宫U18,2-1,,,,,,,,,,,,,,,,,,
20200117,,英青杯,曼斯菲特U18,伯恩利U18,0-3,,,,,,,,,,,,,,,,,,
20200117,,球会友谊,托姆本斯,国民AC MG,1-0,"1.570,3.750,4.750,0.800,0.75,1.000,0.700,2.5,1.100",,,,,,,,,"1.570,3.750,4.600,0.810,0.75,1.010,0.850,2.75,0.880",,,,,".000,.000,.000,0.800,1.0,1.000,0.700,2.5,1.100",,,
20200117,,爱尔高联,圣莫查塔斯,北高拉贝FC,5-0,"1.400,5.500,4.500,0.780,1.0,1.020,0.850,3.5,0.950",,,,,,,,,"1.500,5.000,4.330,1.010,1.25,0.780,0.830,3.5,0.930",,,,,,,,
20200117,,爱尔高联,马拉海德联,约翰博斯科,4-2,"1.170,7.000,9.000,0.900,2.0,0.900,1.000,4.0,0.800",,,,,,,,,"1.170,7.000,10.000,0.890,2.0,0.890,0.980,4.0,0.780",,,,,,,,
20200117,,爱尔高联,梅努斯大学城,利菲皮尔斯,3-1,"1.450,5.000,4.500,0.800,1.0,1.000,0.850,3.5,0.950",,,,,,,,,"1.500,4.500,4.800,0.790,1.0,0.990,0.830,3.5,0.930",,,,,,,,
