match_time,jc_order,league,home_team,away_team,score,bet365,hg,bet10,lb,ms,ac,snai,wl,ysb,wd,iw,bet12,lj,yh,bet18,jc,ybb,pb
20171211,周日026,葡超,波尔蒂芒人,查维斯,0-1,"1.950,3.500,3.750,1.040,0.5,0.860,0.920,2.5,0.920","2.000,3.450,3.200,1.030,0.50,0.850,0.900,2.50,0.960","2.000,3.350,3.650,0.990,0.50,0.860,0.930,2.50,0.880",,"2.040,3.300,3.500,1.050,0.50,0.870,0.950,2.50,0.950","2.000,3.430,3.180,1.020,0.50,0.780,0.820,2.50,0.880",,,"2.030,3.200,3.400,1.040,0.50,0.880,0.920,2.50,0.940","2.050,3.500,3.700,1.000,0.50,0.900,0.850,2.50,1.000",,"2.040,3.300,3.500,1.050,0.50,0.870,0.950,2.50,0.950","2.030,3.250,3.550,1.030,0.50,0.890,0.980,2.50,0.920","2.000,3.450,3.200,1.040,0.50,0.850,0.910,2.50,0.960","2.050,3.400,3.500,1.010,0.50,0.870,0.970,2.50,0.910",,"2.000,3.450,3.200,1.050,0.5,0.870,0.920,2.5,0.980",
20171213,,球会友谊,史蒂夫比科,波姆巴达FC,3-3,"2.700,2.600,2.800,0.880,0.0,0.920,0.850,1.75,0.950",,,,,,,,,,,,,,"2.700,2.600,2.800,0.880,0.00,0.930,0.840,1.75,0.960",,,
20171213,,摩洛超,拉加竞技,DHJ哈斯沙尼亚,3-2,"2.500,2.870,2.750,0.850,0.0,0.950,1.000,2.25,0.800","2.470,2.970,2.640,0.840,0.00,0.980,0.950,2.00,0.850","2.500,2.900,2.800,0.720,0.00,1.120,0.900,2.00,0.870",,"2.320,2.900,2.910,0.710,0.00,1.150,0.930,2.00,0.890",,,,"2.310,3.000,3.000,0.720,0.00,1.190,0.880,2.00,0.980","2.550,2.880,2.880,0.820,0.00,1.030,1.020,2.25,0.750",,"2.320,2.900,2.910,0.710,0.00,1.150,0.930,2.00,0.890","2.340,2.910,2.870,0.790,0.00,1.050,0.920,2.00,0.900","2.390,2.970,2.740,0.790,0.00,1.040,0.960,2.00,0.850","2.550,2.850,2.800,0.790,0.00,1.050,0.920,2.00,0.900",,"2.330,2.990,2.810,0.740,0.0,1.110,0.930,2.0,0.890",
20171215,,德地区北,斯图加特业余队,卡塞尔黑森,1-0,"1.900,3.600,3.400,1.000,0.5,0.850,0.880,2.75,0.980","1.980,3.500,3.050,1.010,0.50,0.850,0.860,2.75,0.980","2.000,3.550,3.300,1.020,0.50,0.850,0.840,2.75,0.990",,"2.010,3.300,3.150,1.020,0.50,0.860,0.860,2.75,1.000",,,,"2.020,3.400,2.800,1.030,0.50,0.760,0.800,2.75,0.980","1.950,3.600,3.400,0.970,0.50,0.810,0.830,2.75,0.920",,"2.010,3.300,3.150,1.020,0.50,0.860,0.860,2.75,1.000","2.020,3.350,3.050,1.030,0.50,0.850,0.880,2.75,0.980","1.980,3.500,3.050,1.020,0.50,0.850,0.870,2.75,0.980","2.000,3.500,3.250,1.020,0.50,0.850,0.880,2.75,0.990",,"1.980,3.500,3.050,1.020,0.5,0.860,0.870,2.75,0.990",
20171215,,沙特超,艾纳斯,费萨里哈曼,1-1,"1.660,3.800,4.330,0.900,0.75,0.900,0.800,2.75,1.000","1.750,3.700,3.600,0.970,0.75,0.850,0.800,2.75,1.000","1.620,3.750,4.550,0.950,0.75,0.860,0.890,2.75,0.870",,"1.710,3.400,4.150,0.960,0.75,0.920,0.920,2.75,0.940",,,,"1.710,3.400,4.500,0.980,0.75,0.930,0.940,2.75,0.920","1.650,3.700,4.100,0.940,0.75,0.920,0.800,2.75,1.020",,"1.710,3.400,4.150,0.960,0.75,0.920,0.920,2.75,0.940","1.660,3.500,4.300,0.910,0.75,0.970,0.860,2.75,1.000","1.750,3.700,3.600,0.910,0.75,0.920,0.810,2.75,1.000","1.740,3.700,4.200,0.960,0.75,0.920,0.960,2.75,0.910",,"1.750,3.700,3.600,0.980,0.75,0.860,0.810,2.75,1.010",
20171217,,西丁,泰斯特伊斯库多,贝拉德,1-2,,,,,,,,,,,,,,,,,,
20171217,周六021,英超,斯托克城,西汉姆联,0-3,"2.050,3.250,3.750,0.820,0.25,1.080,1.140,2.5,0.770","2.040,3.400,3.350,0.780,0.25,1.110,0.830,2.25,1.030","2.050,3.350,3.750,0.810,0.25,1.100,1.130,2.50,0.750",,"2.080,3.250,3.200,0.800,0.25,1.110,1.150,2.50,0.770","2.030,3.320,3.180,0.840,0.25,1.020,0.790,2.25,1.010",,,"2.180,3.200,3.200,0.860,0.25,1.090,1.060,2.50,0.800","2.150,3.400,3.700,0.880,0.25,1.070,1.000,2.50,0.910",,"2.080,3.250,3.200,0.800,0.25,1.110,1.150,2.50,0.770","2.100,3.250,3.150,0.800,0.25,1.110,1.110,2.50,0.800","2.040,3.400,3.350,0.790,0.25,1.110,0.840,2.25,1.030","2.000,3.300,3.800,1.000,0.50,0.720,0.910,2.50,0.830",,"2.040,3.400,3.350,0.790,0.25,1.120,0.840,2.25,1.060",
20171217,,克亚甲,依斯特拉,奥西耶克,1-1,"11.000,4.500,1.330,0.900,-1.25,0.900,0.900,2.25,0.900","6.300,4.050,1.400,1.070,-1.00,0.750,1.000,2.50,0.800","4.500,3.400,1.710,0.930,-0.75,0.880,0.880,2.25,0.880",,"5.500,3.800,1.480,1.090,-0.75,0.800,0.940,2.25,0.920",,,,"6.400,4.500,1.310,0.970,-1.25,0.810,0.850,2.25,0.920","5.200,3.700,1.670,0.960,-0.75,0.900,0.910,2.25,0.910",,"5.500,3.800,1.480,1.090,-0.75,0.800,0.940,2.25,0.920","5.400,3.950,1.470,0.970,-0.75,0.910,0.930,2.25,0.930","6.300,4.050,1.400,1.080,-1.00,0.750,1.010,2.50,0.800","4.200,3.400,1.720,0.970,-0.75,0.910,0.940,2.25,0.940",,"6.300,4.050,1.400,1.080,-1.0,0.760,1.010,2.5,0.810",
20171217,周六049,法甲,雷恩,巴黎圣日尔曼,1-4,"11.000,5.750,1.250,1.090,-1.5,0.810,1.000,3.5,0.850","8.600,5.900,1.230,1.190,-1.50,0.720,1.020,3.50,0.840","12.750,6.300,1.210,1.070,-1.50,0.800,0.980,3.50,0.840",,".000,.000,.000,1.110,-1.50,0.820,1.020,3.50,0.880","8.600,5.900,1.220,0.940,-1.75,0.860,0.940,3.50,0.760",,,"9.000,6.000,1.220,1.250,-1.50,0.710,0.970,3.50,0.860","11.000,6.250,1.250,0.880,-1.75,1.030,1.000,3.50,0.850",,".000,.000,.000,1.110,-1.50,0.820,1.020,3.50,0.880","9.000,5.800,1.250,1.110,-1.50,0.820,1.040,3.50,0.860","8.600,5.900,1.230,1.200,-1.50,0.720,1.030,3.50,0.840","12.000,6.000,1.220,1.110,-1.50,0.820,1.020,3.50,0.880",,"8.200,5.700,1.210,1.250,-1.5,0.720,1.030,3.5,0.870",
20171217,,法丁A,维利法兰,伊泽雷,2-1,,,,,,,,,,,,,,,,,,
20171217,,法丁A,勒哈费尔B队,勒芒,2-3,"4.000,3.500,1.720,1.000,-0.5,0.800,0.980,2.5,0.820",,"3.950,3.450,1.760,0.970,-0.50,0.770,0.940,2.50,0.800",,,,,,"4.000,3.500,1.770,1.000,-0.50,0.910,1.010,2.50,0.830",,,,,,"4.000,3.500,1.720,1.000,-0.50,0.800,0.980,2.50,0.830",,,
20171217,,西乙B,艾斯查,卡塔赫纳,0-1,"3.100,3.100,2.100,1.000,-0.25,0.800,0.850,2.0,0.950","3.250,3.000,2.080,1.000,-0.25,0.820,0.850,2.00,0.950","2.800,3.100,2.300,1.020,-0.25,0.810,0.850,2.00,0.930",,"3.250,3.050,2.070,1.030,-0.25,0.810,0.850,2.00,0.970",,,,"3.100,3.100,2.060,1.050,-0.25,0.750,0.830,2.00,0.950","3.500,3.000,2.000,1.010,-0.25,0.760,0.830,2.00,0.910",,"3.250,3.050,2.070,1.030,-0.25,0.810,0.850,2.00,0.970","3.100,3.100,2.110,1.050,-0.25,0.790,0.870,2.00,0.950","3.250,3.000,2.080,1.010,-0.25,0.820,0.860,2.00,0.950","2.800,2.950,2.350,1.060,-0.25,0.790,0.880,2.00,0.960",,"3.250,3.000,2.080,1.010,-0.25,0.830,0.860,2.0,0.960",
20171217,,阿尔甲,帕哈杜AC,康士坦丁,2-0,"2.400,2.750,3.000,0.980,0.0,0.820,0.900,1.75,0.900","2.800,2.760,2.490,1.020,0.00,0.800,0.950,1.75,0.850","2.200,2.800,3.350,0.890,0.00,0.870,0.900,1.75,0.870",,,,,,"2.800,2.700,2.420,1.020,0.00,0.770,0.870,1.75,0.900","2.380,2.800,2.900,1.050,0.25,0.750,0.980,2.00,0.800",,,"2.610,2.710,2.720,0.790,0.00,1.050,0.920,1.75,0.900","2.800,2.760,2.490,1.030,0.00,0.800,0.960,1.75,0.850","2.400,2.750,3.000,0.930,0.00,0.910,0.920,1.75,0.900",,"1.320,4.150,8.000,0.790,0.0,1.050,0.990,2.5,0.830",
20171217,,南非超,自由州星队,奥兰多海盗,2-1,"3.000,2.750,2.400,1.000,0.0,0.800,1.020,2.0,0.780","2.720,2.930,2.440,0.990,0.00,0.770,1.000,2.00,0.760","3.000,2.750,2.400,1.040,0.00,0.790,1.030,2.00,0.760",,,,,,"2.800,2.800,2.350,1.050,0.00,0.750,1.020,2.00,0.770","3.120,2.800,2.550,0.760,-0.25,1.080,1.000,2.00,0.800",,,"2.790,2.840,2.440,1.020,0.00,0.820,1.050,2.00,0.770","2.720,2.930,2.440,1.000,0.00,0.770,1.010,2.00,0.760","3.000,2.750,2.400,1.000,0.00,0.780,1.010,2.00,0.770",,"2.720,2.930,2.440,0.990,0.0,0.770,1.000,2.0,0.760",
20171217,,以超,布奈萨克宁哈普尔,阿科夏普尔,2-1,"1.660,3.400,4.500,0.820,0.5,0.980,0.950,2.25,0.850","1.880,3.250,3.600,0.880,0.50,0.940,0.900,2.25,0.900","1.740,3.350,4.600,0.850,0.50,1.020,0.970,2.25,0.850",,"1.810,3.400,3.650,0.810,0.50,1.030,0.950,2.25,0.870",,,,"1.780,3.400,4.100,0.790,0.50,1.130,0.980,2.25,0.850","1.700,3.120,4.300,0.800,0.50,0.950,0.920,2.25,0.800",,"1.810,3.400,3.650,0.810,0.50,1.030,0.950,2.25,0.870","1.830,3.300,3.650,0.840,0.50,1.000,0.970,2.25,0.850","1.880,3.250,3.600,0.890,0.50,0.940,0.910,2.25,0.900","1.850,3.500,4.600,0.870,0.50,1.020,0.860,2.25,1.030",,"1.880,3.250,3.600,0.880,0.5,0.960,0.910,2.25,0.910",
20171217,,比乙,维吉克,圣吉罗斯,2-1,"1.660,3.750,5.000,0.900,0.75,0.950,1.120,2.5,0.750","1.690,3.500,4.150,0.900,0.75,0.940,0.970,2.50,0.850","1.660,3.650,4.500,0.890,0.75,0.910,0.910,2.50,0.850",,"1.680,3.550,4.100,0.930,0.75,0.950,0.960,2.50,0.900",,,,"1.650,3.500,4.800,0.880,0.75,1.040,1.130,2.50,0.740","1.700,3.800,4.750,0.920,0.75,0.960,1.000,2.50,0.870",,"1.680,3.550,4.100,0.930,0.75,0.950,0.960,2.50,0.900","1.660,3.600,4.200,0.880,0.75,0.980,1.000,2.50,0.840","1.690,3.500,4.150,0.910,0.75,0.940,0.980,2.50,0.850","1.670,3.600,4.300,0.910,0.75,0.950,0.980,2.50,0.860",,"1.690,3.500,4.150,0.910,0.75,0.950,1.040,2.5,0.800",
20171217,,法丁A,安德茲,蒙茨拉米尔,4-0,"1.500,4.000,5.000,1.000,1.0,0.800,0.720,2.5,1.080",,".000,.000,.000,0.970,1.00,0.770,0.890,2.75,0.840",,,,,,"1.500,4.000,5.400,1.000,1.00,0.910,0.800,2.50,1.080",,,,,,"1.500,4.000,5.000,1.000,1.00,0.800,0.730,2.50,1.080",,,
20171217,,新西联U20,怀塔科拉联U20,奥克兰东郊U20,2-4,"2.000,4.330,2.620,1.000,0.5,0.800,0.800,3.75,1.000",,".000,.000,.000,0.890,0.50,0.870,0.800,3.75,0.990",,,,,,".000,.000,.000,0.900,0.50,0.870,0.940,3.75,0.910",,,,,,"2.000,4.300,2.600,1.000,0.50,0.800,0.800,3.75,1.000",,,
20171217,,法U19,查贝利U19,巴黎圣日耳曼U19,0-4,,,,,,,,,,,,,,,,,,
20171217,,以超,阿什凯泽夏普尔,海法夏普尔,0-0,"3.750,3.300,1.850,0.850,-0.5,0.950,0.950,2.25,0.850","3.100,3.200,2.070,1.000,-0.25,0.820,0.900,2.25,0.900","4.000,3.200,1.900,0.950,-0.50,0.900,0.960,2.25,0.850",,"3.000,3.100,2.150,1.000,-0.25,0.840,0.950,2.25,0.870",,,,"3.200,3.200,2.110,0.780,-0.50,1.150,0.980,2.25,0.850","4.000,3.000,1.800,0.890,-0.50,0.850,0.920,2.25,0.800",,"3.000,3.100,2.150,1.000,-0.25,0.840,0.950,2.25,0.870","3.500,3.300,1.890,0.940,-0.50,0.900,0.970,2.25,0.850","3.100,3.200,2.070,1.010,-0.25,0.820,0.910,2.25,0.900","3.800,3.300,2.100,0.780,-0.50,1.130,0.900,2.25,0.980",,"3.100,3.200,2.070,1.010,-0.25,0.830,0.910,2.25,0.910",
20171217,,土超,特拉布宗体育,布尔萨体育,1-0,"1.610,4.000,5.250,0.820,0.75,1.020,0.950,3.0,0.900","1.750,3.750,3.800,0.780,0.50,1.110,1.060,3.00,0.800","1.830,3.700,3.900,0.850,0.50,1.010,0.980,3.00,0.840",,"1.770,3.500,4.350,0.780,0.50,1.160,1.090,3.00,0.820","1.570,3.870,4.150,0.790,0.75,1.010,0.960,3.00,0.740",,,"1.620,4.000,4.300,0.840,0.75,1.060,0.990,3.00,0.840","1.850,3.800,3.900,0.870,0.50,1.020,1.000,3.00,0.850",,"1.770,3.500,4.350,0.780,0.50,1.160,1.090,3.00,0.820","1.760,3.450,4.500,0.880,0.50,1.040,1.030,3.00,0.870","1.750,3.750,3.800,0.790,0.50,1.110,1.070,3.00,0.800","1.800,3.500,4.000,0.860,0.50,1.020,1.020,3.00,0.860",,"1.750,3.750,3.800,0.800,0.5,1.130,1.080,3.0,0.820",
20171217,周六051,世俱杯,皇家马德里,格雷米奥,1-0,"1.200,6.500,13.000,1.020,1.75,0.820,0.880,3.25,0.920","1.270,5.400,7.700,1.030,1.75,0.850,0.900,3.25,0.960","1.190,6.750,14.750,1.030,1.75,0.860,0.910,3.25,0.930",,"1.280,5.300,9.100,1.060,1.75,0.860,0.980,3.25,0.920","1.220,5.500,9.500,0.780,1.50,1.020,0.800,3.00,0.900",,,"1.280,5.800,6.800,0.830,1.50,1.080,0.850,3.00,1.020","1.250,6.250,10.000,1.020,1.75,0.850,0.900,3.25,0.950",,"1.280,5.300,9.100,1.060,1.75,0.860,0.980,3.25,0.920","1.270,5.400,9.250,1.040,1.75,0.880,1.000,3.25,0.900","1.270,5.400,7.700,1.040,1.75,0.850,0.910,3.25,0.960","1.220,6.250,12.000,1.040,1.75,0.880,0.940,3.25,0.960",,"1.270,5.400,7.700,1.040,1.75,0.860,0.920,3.25,0.980",
20171217,,西室内足,佩尼斯科拉室內足球队,莫维斯塔室内足球队,2-4,,".000,.000,.000,1.020,-2.50,0.680,1.080,6.50,0.620",,,,,,,"17.000,7.500,1.080,0.800,-3.50,0.980,1.170,6.50,0.670",,,,,".000,.000,.000,1.030,-2.50,0.680,1.090,6.50,0.620",,,,
20171217,,法丁A,格拉斯,塔比斯比利尼斯,2-0,,,,,,,,,,,,,,,,,,
20171217,,法丁A,奥林匹克马赛B队,赫雅斯,2-1,"3.300,3.250,2.000,0.950,-0.25,0.850,0.980,2.25,0.820","2.950,3.000,2.230,0.800,-0.25,0.960,0.960,2.25,0.800","2.850,3.150,2.250,0.820,-0.25,0.960,1.210,2.25,0.640",,"2.910,2.900,2.320,0.810,-0.25,0.990,1.190,2.25,0.640",,,,"2.900,3.200,2.210,0.800,-0.25,1.110,1.250,2.25,0.650",,,"2.910,2.900,2.320,0.810,-0.25,0.990,1.190,2.25,0.640",,"2.950,3.000,2.230,0.810,-0.25,0.960,0.970,2.25,0.800","3.300,3.250,2.000,0.950,-0.25,0.850,0.980,2.25,0.830",,"2.950,3.000,2.230,0.800,-0.25,0.960,0.960,2.25,0.800",
20171217,,法丁A,摩纳哥B队,比尔格雷克,0-1,,,,,,,,,,,,,,,,,,
20171217,,法丁A,席特,佩泽纳斯,1-0,,,,,,,,,,,,,,,,,,
20171217,,法丁A,图隆,蒙托伊斯,1-1,,,,,,,,,,,,,,,,,,
20171217,,法丁A,圣普里埃斯特,奥维涅,1-1,,,,,,,,,,,,,,,,,,
20171217,,法丁A,纽域治,蒙锡,3-1,,,,,,,,,,,,,,,,,,
20171217,,法丁A,比亚华斯,弗勒里梅洛吉斯,3-2,"5.500,3.750,1.500,0.820,-1.0,0.980,0.850,2.5,0.950","4.250,3.600,1.650,0.910,-0.75,0.850,0.910,2.50,0.850","4.750,3.600,1.600,0.970,-0.75,0.810,1.050,2.50,0.740",,"4.750,3.550,1.590,0.980,-0.75,0.820,0.940,2.50,0.860",,,,"5.000,3.600,1.600,0.950,-0.75,0.960,1.140,2.50,0.730",,,"4.750,3.550,1.590,0.980,-0.75,0.820,0.940,2.50,0.860",,"4.250,3.600,1.650,0.920,-0.75,0.850,0.920,2.50,0.850","5.500,3.800,1.500,0.830,-1.00,0.980,0.850,2.50,0.950",,"4.250,3.600,1.650,0.910,-0.75,0.850,0.910,2.5,0.850",
20171217,,法丁A,安格利亚尼,圣吉纳维夫,3-0,"3.100,3.200,2.100,0.850,-0.25,0.950,0.950,2.25,0.850","3.050,3.200,2.090,0.910,-0.25,0.850,0.910,2.25,0.850","3.200,3.200,2.050,0.970,-0.25,0.810,0.930,2.25,0.850",,"3.050,3.150,2.100,0.980,-0.25,0.820,0.940,2.25,0.860",,,,"3.200,3.200,2.100,0.950,-0.25,0.960,0.980,2.25,0.850",,,"3.050,3.150,2.100,0.980,-0.25,0.820,0.940,2.25,0.860",,"3.050,3.200,2.090,0.920,-0.25,0.850,0.920,2.25,0.850","3.100,3.200,2.100,0.850,-0.25,0.950,0.950,2.25,0.850",,"3.050,3.200,2.090,0.910,-0.25,0.850,0.910,2.25,0.850",
20171217,,法丁A,艾瑞斯十字会,AC阿美恩斯,1-0,"2.500,3.000,2.620,0.880,0.0,0.920,0.900,2.0,0.900","2.270,3.100,2.790,1.010,0.25,0.750,1.010,2.25,0.750","2.300,3.000,2.900,1.040,0.25,0.750,1.040,2.25,0.750",,"2.400,2.970,2.730,1.040,0.25,0.760,1.040,2.25,0.760",,,,"2.300,3.000,3.000,1.050,0.25,0.850,1.420,2.50,0.570",,,"2.400,2.970,2.730,1.040,0.25,0.760,1.040,2.25,0.760",,"2.270,3.100,2.790,1.020,0.25,0.750,1.020,2.25,0.750","2.500,3.000,2.600,0.880,0.00,0.930,0.900,2.00,0.900",,,
20171217,,法丁A,洛里昂B队,维特利,0-0,"1.660,3.600,4.200,0.720,0.5,1.080,0.920,2.5,0.880","1.590,3.700,4.550,0.800,0.75,0.960,0.910,2.50,0.850","1.620,3.650,4.550,0.760,0.75,1.030,1.050,2.50,0.740",,"1.550,3.650,5.000,0.770,0.75,1.030,0.940,2.50,0.860",,,,"1.550,3.800,5.200,0.770,0.75,1.110,1.250,2.50,0.650",,,"1.550,3.650,5.000,0.770,0.75,1.030,0.940,2.50,0.860",,"1.590,3.700,4.550,0.810,0.75,0.960,0.920,2.50,0.850","1.660,3.600,4.200,0.730,0.50,1.080,0.930,2.50,0.880",,"1.550,3.650,5.000,0.780,0.75,1.060,0.890,2.25,0.930",
20171217,,法丁A,曼特斯,布里欧齐,0-2,,,,,,,,,,,,,,,,,,
20171217,,法丁A,罗莫朗坦,天尼云迪科,1-2,,,,,,,,,,,,,,,,,,
20171217,,法丁A,奥贝维尔斯,圣派维,1-2,,,,,,,,,,,,,,,,,,
20171217,,塞浦甲,希腊人竞技,萨拉米斯,2-1,"1.120,7.000,13.000,0.850,2.0,0.950,0.820,3.0,0.980","1.130,6.500,12.000,0.850,2.00,1.010,0.800,3.00,1.040","1.110,7.000,13.750,0.900,2.00,0.900,0.810,3.00,0.970",,"1.120,7.000,11.000,0.880,2.00,1.000,0.840,3.00,1.020",,,,"1.150,6.600,8.400,0.810,2.00,0.970,0.730,3.00,1.080","1.070,7.500,18.000,0.960,2.00,0.890,0.850,3.00,0.980",,"1.120,7.000,11.000,0.880,2.00,1.000,0.840,3.00,1.020","1.150,6.600,10.000,1.010,2.00,0.870,0.860,3.00,1.000","1.130,6.500,12.000,0.820,2.00,1.050,0.810,3.00,1.040","1.120,7.000,13.000,0.980,2.00,0.900,0.860,3.00,1.000",,"1.130,6.500,12.000,0.780,2.0,1.110,0.810,3.0,1.050",
