match_time,jc_order,league,home_team,away_team,score,bet365,hg,bet10,lb,ms,ac,snai,wl,ysb,wd,iw,bet12,lj,yh,bet18,jc,ybb,pb
20180211,,希腊甲,斯巴达竞技联盟,德拉马斯,1-0,"2.250,2.870,3.100,0.920,0.25,0.880,0.900,2.0,0.900","2.160,3.000,3.050,0.910,0.25,0.850,0.880,2.00,0.880","2.300,2.900,3.150,1.020,0.25,0.810,0.770,2.00,1.020",,"2.250,3.050,2.880,0.930,0.25,0.870,0.900,2.00,0.900",,,,"2.400,3.100,2.500,1.130,0.25,0.690,0.830,2.00,0.950","2.300,2.900,3.100,0.990,0.25,0.790,0.830,2.00,0.950",,"2.250,3.050,2.880,0.930,0.25,0.870,0.900,2.00,0.900",,"2.160,3.000,3.050,0.920,0.25,0.850,0.890,2.00,0.880","2.150,3.000,3.050,0.920,0.25,0.860,0.890,2.00,0.890",,"2.160,3.000,3.050,0.910,0.25,0.850,0.880,2.0,0.880",
20180211,,葡锦标,马琳赫尼斯,加凡哈,1-1,"2.400,3.500,2.400,0.900,0.0,0.900,0.900,2.5,0.900",,"2.400,3.450,2.400,0.860,0.00,0.860,0.860,2.50,0.860",,,,,,"2.400,3.500,2.290,0.900,0.00,0.870,0.870,2.50,0.900",,,,,,,,,
20180211,周六058,法甲,第戎,尼斯,3-2,"2.450,3.300,2.900,0.830,0.0,1.070,0.900,2.5,0.950","2.360,3.400,2.620,0.800,0.00,1.080,0.930,2.50,0.930","2.700,3.250,2.550,0.860,0.00,0.990,1.060,2.50,0.760",,"2.460,3.100,2.850,0.900,0.00,1.020,1.110,2.50,0.800","2.470,3.430,2.430,0.910,0.00,0.890,0.890,2.50,0.810",,,"2.600,3.000,2.600,0.950,0.00,0.950,0.900,2.50,0.960","2.550,3.300,2.880,0.850,0.00,1.060,0.910,2.50,0.920",,"2.460,3.100,2.850,0.900,0.00,1.020,1.110,2.50,0.800","2.520,3.050,2.820,0.850,0.00,1.070,0.940,2.50,0.960","2.360,3.400,2.620,0.810,0.00,1.080,0.940,2.50,0.930","2.750,3.150,2.550,0.890,0.00,1.010,1.110,2.50,0.800",,"2.360,3.400,2.620,0.820,0.0,1.110,0.950,2.5,0.950",
20180214,周二026,苏超,基马诺克,邓迪FC,3-2,"2.050,3.400,3.500,0.520,0.0,1.420,0.950,2.25,0.900","2.020,3.200,3.200,1.020,0.50,0.860,1.040,2.50,0.820","1.950,3.200,4.050,0.860,0.25,1.030,0.950,2.25,0.900",,"2.010,3.250,3.650,1.020,0.50,0.900,0.890,2.25,1.020","1.920,3.350,3.500,0.960,0.50,0.840,0.820,2.25,0.880",,,"2.080,3.400,3.100,1.090,0.50,0.820,0.880,2.25,0.980","1.920,3.250,4.000,1.030,0.50,0.870,0.980,2.50,0.880",,"2.010,3.250,3.650,1.020,0.50,0.900,0.890,2.25,1.020","2.180,3.100,3.350,0.870,0.25,1.050,0.980,2.25,0.920","2.020,3.200,3.200,1.030,0.50,0.860,1.050,2.50,0.820","2.050,3.400,3.500,0.850,0.25,1.030,0.570,2.50,1.250",,"2.020,3.200,3.200,1.040,0.5,0.880,1.070,2.5,0.830",
20180215,,阿TA,维拉卡劳瑟,阿垠基哈联,1-0,"1.720,3.200,4.500,0.750,0.5,1.050,0.800,2.0,1.000",,"1.740,3.200,4.600,0.970,0.75,0.770,0.770,2.00,0.970",,,,,,"1.720,3.200,4.100,0.750,0.50,1.050,0.790,2.00,1.000",,,,,,"1.720,3.200,4.500,0.750,0.50,1.050,0.800,2.00,1.000",,,
20180215,,球会友谊,霍德梅泽瓦,凯奇凯梅特,1-4,,,,,,,,,,,,,,,,,,
20180215,,球会友谊,GKS贝查特,托伦,1-3,"1.500,4.000,5.000,0.920,1.0,0.880,0.900,3.0,0.900",,"1.570,4.200,5.300,0.970,1.00,0.920,0.980,3.00,0.870",,".000,.000,.000,0.940,1.00,0.900,0.920,3.00,0.900",,,,"1.500,4.000,4.900,0.930,1.00,0.900,0.910,3.00,0.900",,,".000,.000,.000,0.940,1.00,0.900,0.920,3.00,0.900",,,"1.500,4.000,5.000,0.930,1.00,0.880,0.900,3.00,0.900",,,
20180215,,沙特甲,吉达里比亚,诺积姆,2-1,"2.500,3.200,2.500,0.750,0.0,1.050,0.780,2.25,1.020","2.350,3.300,2.550,0.800,0.00,0.960,0.960,2.50,0.800","2.450,3.150,2.450,0.720,0.00,1.030,0.980,2.50,0.760",,,,,,"2.290,3.300,2.500,0.740,0.00,1.060,0.780,2.25,1.010","2.550,3.200,2.550,0.890,0.00,0.890,0.950,2.25,0.830",,,,"2.350,3.300,2.550,0.810,0.00,0.960,0.970,2.50,0.800","2.500,3.200,2.500,0.750,0.00,1.050,0.780,2.25,1.030",,"2.350,3.300,2.550,0.800,0.0,0.960,0.750,2.25,1.010",
20180215,,球会友谊,华萨斯,米诺利,3-0,"1.160,6.500,11.000,0.900,2.75,0.900,0.900,4.0,0.900",,"1.050,10.500,28.750,0.860,3.00,1.030,0.860,4.75,1.030",,,,,,"1.040,11.000,15.000,0.900,3.50,0.930,0.910,4.50,0.900","1.060,8.500,17.000,0.810,2.75,1.010,0.850,4.00,0.880",,,,,"1.360,4.300,6.500,0.900,2.75,0.900,0.900,4.00,0.900",,,
20180215,,球会友谊,霍德梅泽瓦沙海伊,凯奇凯梅特,0-0,,,,,,,,,,,,,,,,,,
20180215,,土乙红,山路法斯堡,阿纳多卢,0-2,"1.500,4.000,5.000,0.900,1.0,0.900,0.850,2.5,0.950",,,,,,,,,,,,,,"1.500,4.000,5.000,0.900,1.00,0.900,0.850,2.50,0.950",,,
20180215,,阿尔巴杯,地拉那游击,法拿莫达利,2-1,"2.000,3.000,3.500,1.000,0.5,0.800,0.800,2.0,1.000","2.260,2.870,2.790,0.990,0.25,0.710,0.950,2.00,0.750","2.200,2.950,2.950,1.030,0.25,0.760,1.080,2.00,0.720",,,,,,"2.250,3.000,2.800,0.990,0.25,0.790,1.050,2.00,0.750","2.380,2.800,3.000,1.030,0.25,0.730,0.980,2.00,0.750",,,".000,.000,.000,1.010,0.25,0.750,1.060,2.00,0.700","2.260,2.870,2.790,1.000,0.25,0.710,0.960,2.00,0.750","2.000,3.000,3.500,1.000,0.50,0.800,0.800,2.00,1.000",,"2.260,2.870,2.790,0.990,0.25,0.710,0.950,2.0,0.750",
20180215,,塞浦杯,阿蒂埃努,阿波罗利马索尔,1-0,"17.000,7.000,1.100,0.820,-2.0,0.980,0.900,3.25,0.900","9.700,6.000,1.170,0.830,-2.00,0.990,0.900,3.25,0.900","17.750,7.000,1.100,1.130,-2.00,0.720,0.850,3.25,0.930",,".000,.000,.000,1.160,-2.00,0.740,0.580,3.25,1.390",,,,"10.500,6.200,1.130,0.870,-2.00,0.900,0.830,3.25,0.950","13.000,6.500,1.120,0.840,-2.00,1.010,0.910,3.25,0.910",,".000,.000,.000,1.160,-2.00,0.740,0.660,3.25,1.250",,"9.700,6.000,1.170,0.840,-2.00,0.990,0.910,3.25,0.900","17.000,7.000,1.100,0.830,-2.00,0.980,0.880,3.25,0.930",,"9.700,6.000,1.170,0.840,-2.0,1.000,0.910,3.25,0.910",
20180215,,阿尔巴杯,斯克得比鲁,图塔杜雷斯,3-0,"1.400,4.330,6.000,0.900,1.25,0.900,0.800,2.25,1.000","1.190,4.850,9.500,0.750,1.50,0.950,0.850,2.50,0.850","1.370,4.450,5.850,0.860,1.50,0.900,0.980,2.50,0.810",,,,,,"1.280,4.500,7.300,1.000,1.50,0.780,0.980,2.50,0.800","1.200,5.000,12.000,0.850,1.50,0.890,0.950,2.50,0.770",,,".000,.000,.000,0.860,1.50,0.900,0.960,2.50,0.800","1.190,4.850,9.500,0.760,1.50,0.950,0.860,2.50,0.850","1.400,4.300,6.000,0.900,1.25,0.900,0.800,2.25,1.000",,"1.190,4.850,9.500,0.750,1.5,0.950,0.850,2.5,0.850",
20180215,,南联杯,超级雄鹰,自由州星队,1-1,"4.330,3.000,1.830,0.880,-0.5,0.920,0.980,2.0,0.820",,,,,,,,"4.300,3.000,1.740,0.880,-0.50,0.890,0.950,2.00,0.830","4.330,3.000,1.800,0.970,-0.50,0.860,0.770,2.00,1.020",,,,,"4.300,3.000,1.830,0.880,-0.50,0.930,0.980,2.00,0.830",,,
20180215,,俄FNL杯,阿勒山莫斯科FC,FK秋明,0-2,"3.500,3.500,1.900,0.880,-0.5,0.920,0.820,2.5,0.980","3.250,3.450,1.910,0.850,-0.50,0.910,0.810,2.50,0.950","3.500,3.550,2.000,0.910,-0.50,0.980,0.850,2.50,1.010",,"3.350,3.300,1.930,0.870,-0.50,0.930,0.830,2.50,0.970",,,,"3.100,3.300,2.100,0.880,-0.50,0.890,0.790,2.50,1.000",,,"3.350,3.300,1.930,0.870,-0.50,0.930,0.830,2.50,0.970","3.100,3.300,2.020,0.850,-0.50,1.030,0.910,2.50,0.950","3.250,3.450,1.910,0.860,-0.50,0.910,0.820,2.50,0.950","3.250,3.450,1.900,0.860,-0.50,0.920,0.820,2.50,0.960",,"3.250,3.450,1.910,0.850,-0.5,0.910,0.810,2.5,0.950",
20180215,,菲律甲,马卢奇多尔斯云斯,亚当森猎鹰,4-1,"1.180,6.500,9.000,0.800,1.5,1.000,0.950,3.0,0.850",,".000,.000,.000,0.800,1.75,0.940,0.970,3.00,0.770",,,,,,"1.250,5.000,10.000,0.800,1.75,1.110,0.590,2.50,1.350",,,,,,"1.250,5.000,9.000,0.800,1.50,1.000,0.950,3.00,0.850",,,
20180215,,德U19西,斯图加特U19,霍芬海姆U19,0-2,"4.750,4.750,1.440,1.000,-1.0,0.800,0.800,3.5,1.000","4.350,4.650,1.480,0.770,-1.25,0.990,0.850,3.75,0.910","4.900,4.200,1.520,0.810,-1.25,1.020,0.830,3.75,0.950",,"4.700,4.100,1.510,0.800,-1.25,1.000,0.870,3.75,0.950",,,,"4.400,4.600,1.440,0.790,-1.25,0.990,0.810,3.75,0.970","3.600,4.100,1.670,0.900,-0.75,0.870,0.850,3.75,0.910",,"4.700,4.100,1.510,0.800,-1.25,1.000,0.870,3.75,0.950","4.700,4.500,1.470,0.850,-1.25,0.990,0.920,3.75,0.900","4.350,4.650,1.480,0.780,-1.25,0.990,0.860,3.75,0.910","4.700,4.100,1.510,0.800,-1.25,1.000,0.870,3.75,0.950",,"4.000,4.450,1.550,0.850,-1.0,0.910,0.950,3.75,0.810",
20180215,,科威特联,卡斯马,阿拉比科威特,0-0,"2.620,3.500,2.250,1.000,0.0,0.800,0.950,2.5,0.850","2.560,3.350,2.330,1.000,0.00,0.820,0.950,2.50,0.850","2.600,3.500,2.250,0.970,0.00,0.810,0.980,2.50,0.800",,,,,,"2.600,3.500,2.320,1.030,0.00,0.890,0.860,2.50,0.990","2.600,3.400,2.250,1.070,0.00,0.780,0.950,2.75,0.870",,,"2.590,3.200,2.380,1.000,0.00,0.840,1.000,2.50,0.820","2.560,3.350,2.330,1.010,0.00,0.820,0.960,2.50,0.850","2.650,3.400,2.300,1.000,0.00,0.840,1.000,2.50,0.820",,"2.560,3.350,2.330,1.010,0.0,0.830,0.960,2.5,0.860",
20180215,,球会友谊,罗森博格,梅尔胡斯,4-0,"1.040,13.000,17.000,0.900,3.5,0.900,0.800,4.5,1.000",,".000,.000,.000,1.010,5.00,0.850,0.920,5.75,0.920",,".000,.000,.000,0.840,4.75,1.000,0.860,5.75,0.960",,,,"1.020,17.000,12.400,0.800,4.75,1.040,0.840,5.75,0.980",,,".000,.000,.000,0.840,4.75,1.000,0.860,5.75,0.960",,,".000,.000,.000,0.900,3.50,0.900,0.800,4.50,1.000",,,
20180215,,球会友谊,奥林莫斯U19,HFK奥洛穆茨,3-4,"2.000,3.600,3.000,0.850,0.25,0.950,0.900,3.25,0.900",,"1.900,3.600,3.250,1.050,0.50,0.840,0.940,3.25,0.940",,,,,,"2.000,3.600,2.900,0.850,0.25,0.980,0.910,3.25,0.900",,,,,,"2.000,3.600,3.000,0.850,0.25,0.950,0.900,3.25,0.900",,,
20180215,,巴丙,阿莱皮拉卡,桑塔丽塔,1-0,"1.530,3.800,5.500,0.570,0.5,1.350,1.050,2.75,0.750","1.700,3.450,3.700,0.700,0.50,1.000,1.000,2.75,0.700","1.520,3.900,5.300,0.580,0.50,1.380,1.040,2.75,0.750",,"1.590,3.600,4.700,0.790,0.75,0.970,1.030,2.75,0.730",,,,"1.500,3.700,6.100,0.500,0.50,1.500,1.190,2.75,0.700","1.530,3.600,5.200,1.010,1.00,0.780,0.870,2.50,0.900",,"1.590,3.600,4.700,0.790,0.75,0.970,1.030,2.75,0.730",,"1.700,3.450,3.700,0.710,0.50,1.000,1.010,2.75,0.700","1.700,3.450,3.700,0.710,0.50,1.010,1.010,2.75,0.710",,"1.700,3.450,3.700,0.700,0.5,1.000,1.000,2.75,0.700",
20180215,,阿TA,西波列蒂,玛德恩,0-1,"1.800,3.000,4.330,0.820,0.5,0.980,1.000,2.0,0.800",,"1.800,3.000,4.400,0.820,0.50,0.910,1.060,2.00,0.740",,".000,.000,.000,0.860,0.50,0.980,1.050,2.00,0.770",,,,"1.800,3.000,4.000,0.830,0.50,0.950,0.980,2.00,0.800",,,".000,.000,.000,0.860,0.50,0.980,1.050,2.00,0.770",,,"1.800,3.000,4.300,0.830,0.50,0.980,1.000,2.00,0.800",,,
20180215,,球会友谊,汉维特B队,切贝尔,2-1,"2.250,4.000,2.400,0.820,0.0,0.980,1.000,3.0,0.800",,".000,.000,.000,0.850,0.00,1.010,1.010,3.25,0.850",,,,,,".000,.000,.000,1.030,0.25,0.810,1.080,4.25,0.750",,,,,,".000,.000,.000,0.770,0.00,1.020,0.820,3.00,0.980",,,
20180215,,球会友谊,PSV维也纳,密斯特巴赫,1-2,"1.530,5.000,3.750,0.800,0.5,1.000,0.750,4.0,1.050",,".000,.000,.000,1.010,0.25,0.850,1.040,4.00,0.820",,,,,,".000,.000,.000,0.940,0.25,0.880,0.960,3.50,0.850",,,,,,".000,.000,.000,0.970,0.25,0.820,0.970,3.75,0.830",,,
20180215,,球会友谊,奥地利克拉根福,福兹纳,4-0,"1.400,4.750,5.250,0.800,2.0,1.000,0.900,4.5,0.900",,"1.140,7.500,9.000,1.030,2.50,0.860,1.030,4.75,0.860",,".000,.000,.000,0.980,2.25,0.860,1.020,4.50,0.800",,,,".000,.000,.000,0.860,0.75,0.970,0.790,2.00,1.030",,,".000,.000,.000,0.980,2.25,0.860,1.020,4.50,0.800",,,".000,.000,.000,0.930,1.00,0.900,0.930,2.75,0.890",,,
20180215,,球会友谊,布兰斯科,利森,1-0,"5.500,6.500,1.280,0.920,-1.5,0.880,1.000,4.0,0.800",,".000,.000,.000,0.970,-1.50,0.910,0.910,4.25,0.970",,,,,,"5.500,6.500,1.270,0.930,-1.50,0.900,0.200,2.50,3.500",,,,,,"5.500,6.500,1.280,0.930,-1.50,0.880,1.000,4.00,0.800",,,
20180215,,球会友谊,图尔诺,索史尔扎普,3-3,"4.330,4.000,1.570,1.000,-0.75,0.800,0.800,3.25,1.000",,".000,.000,.000,1.010,-0.75,0.850,0.920,3.25,0.920",,,,,,".000,.000,.000,1.030,0.00,0.810,0.820,3.75,0.990",,,,,,".000,.000,.000,0.870,-0.25,0.920,0.890,4.25,0.900",,,
20180215,,球会友谊,FC弗兰,哈维瓦,3-9,"11.000,6.500,1.140,1.020,-2.25,0.780,0.900,4.5,0.900",,".000,.000,.000,0.880,-2.50,0.980,0.920,4.50,0.920",,,,,,,,,,,,"9.000,6.000,1.200,1.080,-1.75,0.730,0.750,4.00,1.050",,,
20180215,,球会友谊,胡尼克拉科夫,MKS巴斯卡基德荣杰,1-2,"1.800,4.000,3.250,0.880,0.5,0.920,0.900,3.5,0.900",,,,,,,,".000,.000,.000,0.800,0.25,1.040,0.860,4.50,0.950",,,,,,".000,.000,.000,0.970,-0.75,0.840,0.820,4.75,0.980",,,
20180215,,摩洛超,伊蒂哈德塔,勒内森斯,2-1,"2.100,2.750,3.750,0.800,0.25,1.000,1.000,2.0,0.800","2.040,2.970,3.400,0.770,0.25,0.990,0.990,2.00,0.770","2.100,2.750,3.750,0.840,0.25,0.980,1.050,2.00,0.740",,"2.050,3.050,3.300,0.790,0.25,1.050,1.050,2.00,0.770",,,,"2.060,3.000,3.400,0.790,0.25,0.990,0.870,1.75,0.900","2.100,2.800,3.900,0.830,0.25,1.010,0.910,1.75,0.890",,"2.050,3.050,3.300,0.790,0.25,1.050,1.030,2.00,0.770","2.120,3.050,3.150,0.850,0.25,0.990,1.070,2.00,0.750","1.980,2.970,3.600,0.710,0.25,1.060,1.000,2.00,0.770","2.050,2.950,3.500,0.770,0.25,1.060,1.260,2.00,0.620",,"2.040,2.970,3.400,0.770,0.25,0.990,0.990,2.0,0.770",
20180215,,苏丹超,海伊阿拉毕,梅雷克尼亚拉,0-0,,,,,,,,,,,,,,,,,,
20180215,,苏丹超,阿尔喀土穆,阿赫利阿特巴拉,0-0,,,,,,,,,,,,,,,,,,
20180215,,哥斯乙,科罗纳多,艾斯卡祖辛纳,1-1,"1.909,3.500,3.250,0.925,0.5,0.875,0.800,2.75,1.000",,"1.950,3.500,3.250,0.950,0.50,0.900,0.820,2.75,1.030",,,,,,"1.900,3.500,3.000,0.860,0.50,0.980,0.650,2.50,1.200",,,,,,"1.900,3.500,3.250,0.920,0.50,0.870,0.810,2.75,0.990",,,
20180215,,塞浦杯,奥林比克斯尼克西亚,萨拉米斯,3-3,"3.750,3.400,1.800,0.820,-0.5,0.980,0.850,2.5,0.950","3.100,3.400,1.990,0.830,-0.50,0.990,0.850,2.50,0.950","3.300,3.300,2.000,0.910,-0.50,0.900,0.890,2.50,0.870",,"3.350,3.250,1.940,0.940,-0.50,0.940,0.900,2.50,0.960",,,,"3.800,3.300,1.740,1.050,-0.50,0.740,0.810,2.50,0.970","3.400,3.300,1.910,0.840,-0.50,1.010,0.870,2.50,0.950",,"3.350,3.250,1.940,0.940,-0.50,0.940,0.900,2.50,0.960","3.500,3.200,1.920,0.950,-0.50,0.930,0.940,2.50,0.920","3.100,3.400,1.990,0.840,-0.50,0.990,0.860,2.50,0.950","3.300,3.250,2.000,1.010,-0.50,0.840,0.910,2.50,0.940",,"3.100,3.400,1.990,0.840,-0.5,1.000,0.860,2.5,0.960",
20180215,,西乙B,奥萨苏纳B队,巴拉卡度,0-1,"2.750,3.200,2.370,1.020,0.0,0.780,1.050,2.25,0.750","2.870,3.150,2.200,0.800,-0.25,0.960,0.960,2.25,0.800","3.000,3.000,2.300,0.810,-0.25,1.020,1.030,2.25,0.760",,"2.760,3.100,2.300,0.820,-0.25,1.020,1.060,2.25,0.760",,,,"2.600,3.100,2.370,0.820,-0.25,0.960,1.010,2.25,0.780","3.000,3.000,2.300,0.800,-0.25,0.960,0.950,2.25,0.800",,"2.760,3.100,2.300,0.820,-0.25,1.020,1.060,2.25,0.760","2.650,3.100,2.380,0.820,-0.25,1.020,1.040,2.25,0.780","2.870,3.150,2.200,0.810,-0.25,0.960,0.970,2.25,0.800","2.650,3.100,2.400,0.820,-0.25,1.020,1.040,2.25,0.780",,"2.670,3.100,2.380,1.030,0.0,0.810,1.060,2.25,0.760",
20180215,,摩洛超,拉巴特联盟,卡萨布兰卡维达德,2-4,"2.750,2.620,2.700,1.080,0.25,0.720,0.920,2.0,0.880","2.170,3.000,3.050,0.910,0.25,0.850,0.910,2.00,0.850","2.750,2.650,2.750,0.780,0.00,1.050,0.950,2.00,0.830",,"2.520,2.800,2.730,0.840,0.00,1.000,0.950,2.00,0.870",,,,"2.700,2.700,2.600,0.960,0.00,0.820,1.120,2.00,0.700","2.880,2.620,2.800,0.940,0.00,0.900,1.000,2.00,0.800",,"2.520,2.800,2.730,0.840,0.00,1.000,0.950,2.00,0.870","2.420,2.870,2.800,1.160,0.25,0.700,0.970,2.00,0.850","2.360,2.950,2.770,1.070,0.25,0.700,0.920,2.00,0.850","2.650,2.800,2.700,0.910,0.00,0.910,1.090,2.00,0.730",,"2.170,3.000,3.050,0.910,0.25,0.850,0.910,2.0,0.850",
