match_time,jc_order,league,home_team,away_team,score,bet365,hg,bet10,lb,ms,ac,snai,wl,ysb,wd,iw,bet12,lj,yh,bet18,jc,ybb,pb
20200411,,台木兰联,台中蓝鲸女足,高雄阳信女足,5-1,"1.050,15.000,21.000,0.800,3.25,1.000,1.000,4.25,0.800",,,,,,,,,"1.040,9.500,21.000,0.870,2.75,0.900,0.930,4.25,0.850",,,".000,.000,.000,0.520,2.0,1.210,0.630,3.75,1.070",,,,,"1.040,10.920,15.760,0.920,2.0,0.760,0.930,3.75,0.750"
20200413,,白俄超,布雷斯特迪纳摩,伊斯洛奇明斯克雷恩,3-1,"1.750,3.500,4.750,0.720,0.5,1.080,0.920,2.5,0.880","1.520,3.850,4.950,0.930,1.0,0.770,0.840,2.5,0.860","1.540,3.600,5.200,0.920,1.0,0.820,0.850,2.5,0.850",,"1.550,3.700,4.900,1.020,1.0,0.780,0.880,2.5,0.920",,,,"1.730,3.600,4.800,0.930,0.75,0.860,0.770,2.25,1.040","1.550,3.600,5.000,0.790,0.75,1.040,0.890,2.5,0.890",,"1.550,3.700,4.900,1.020,1.0,0.780,0.880,2.5,0.920","1.580,3.600,4.800,1.080,1.0,0.760,0.980,2.5,0.840","1.570,3.700,4.650,0.950,1.0,0.780,0.860,2.5,0.870","1.510,3.900,5.250,0.940,1.0,0.810,0.890,2.5,0.850",,"1.490,3.700,4.750,0.940,1.0,0.760,0.850,2.5,0.850","1.590,3.900,5.620,0.970,1.0,0.820,0.900,2.5,0.880"
20200414,,球会友谊,FC克鲁坎,沃尔火星,3-3,,,,,,,,,,,,,,,,,,
20200413,,球会友谊,斯科哥斯通桑德斯,纳卡联,3-2,,,,,,,,,,,,,,,,,,
20200416,,尼加青联,沃尔特费雷迪U20,拉斯萨巴纳斯U20,10-3,"1.160,7.500,8.000,0.800,2.0,1.000,0.800,4.0,1.000","1.210,5.700,6.800,0.840,2.0,0.860,0.800,4.0,0.900","1.190,6.600,7.250,0.970,2.0,0.800,0.780,4.0,0.990",,"1.220,5.600,8.200,1.010,2.0,0.750,0.910,4.0,0.850",,,,"1.180,6.000,7.300,0.830,2.0,0.810,0.850,4.5,0.790","1.200,5.750,9.000,0.810,1.75,0.970,0.950,3.75,0.800",,"1.220,5.600,8.200,1.010,2.0,0.750,0.860,4.0,0.900","1.240,4.500,7.600,0.960,2.0,0.800,0.900,4.0,0.860","1.180,5.900,7.400,0.970,2.0,0.760,0.820,4.0,0.910","1.260,6.000,7.000,0.840,2.0,0.860,1.000,4.0,0.720",,"1.180,5.900,7.400,0.840,2.0,0.860,0.750,4.0,0.950","1.250,5.760,8.130,0.810,1.75,0.960,0.840,3.75,0.920"
20200417,,白俄超,明斯克迪纳摩,尼曼河格罗德诺,2-0,"1.700,3.500,5.250,0.920,0.75,0.880,1.000,2.25,0.800","1.680,3.350,4.400,0.910,0.75,0.850,0.960,2.25,0.800","1.710,3.250,4.550,0.950,0.75,0.840,0.980,2.25,0.780",,"1.680,3.300,4.500,0.910,0.75,0.850,0.960,2.25,0.800",,,,"1.580,3.600,5.000,0.800,0.75,1.000,1.010,2.25,0.790","1.650,3.250,4.800,0.940,0.75,0.870,0.950,2.25,0.800",,"1.680,3.300,4.500,0.910,0.75,0.850,0.960,2.25,0.800","1.580,3.500,4.200,0.800,0.75,1.000,1.000,2.25,0.800","1.680,3.350,4.400,0.930,0.75,0.860,0.980,2.25,0.810","1.690,3.350,4.800,0.950,0.75,0.790,0.980,2.25,0.770",,"1.680,3.350,4.400,0.910,0.75,0.850,0.960,2.25,0.800","1.790,3.440,4.800,0.930,0.75,0.870,0.990,2.25,0.780"
20200417,,球会友谊,艾维史堡,加达克BK,4-4,,,,,,,,,,,,,,,,,,
20200417,,白俄后备,卢克布雷斯特后备队,明斯克后备队,3-1,"2.150,3.750,2.750,0.950,0.25,0.850,0.880,3.0,0.920","2.640,3.850,1.960,0.920,-0.25,0.780,0.850,3.5,0.850","2.300,3.450,2.450,0.820,0,0.930,0.900,3.0,0.840",,"2.930,3.500,1.910,0.920,-0.25,0.780,0.850,3.5,0.850",,,,"2.900,3.800,2.200,0.930,-0.25,0.770,0.840,3.5,0.860","2.380,3.600,2.400,0.850,0,0.890,0.900,3.25,0.830",,"2.930,3.500,1.910,0.920,-0.25,0.780,0.850,3.5,0.850","2.690,3.450,2.010,0.900,-0.25,0.800,0.900,3.5,0.800","2.640,3.850,1.960,0.940,-0.25,0.790,0.870,3.5,0.860","2.350,3.700,2.600,0.790,0,0.970,0.950,3.25,0.810",,"2.640,3.850,1.960,0.920,-0.25,0.780,0.850,3.5,0.850","2.210,3.610,2.830,0.940,0.25,0.820,0.860,3.0,0.910"
20200417,,白俄后备,波里索夫巴特后备队,若基诺鱼雷后备队,0-2,"1.500,4.750,4.500,0.850,1.0,0.950,0.850,3.25,0.950","2.070,3.700,2.530,0.900,0.25,0.800,0.850,3.25,0.850","1.600,3.950,4.100,0.870,1.0,0.870,1.010,3.5,0.740",,"2.120,3.400,2.600,0.900,0.25,0.800,0.800,3.25,0.900",,,,"2.100,4.000,2.700,0.880,0.25,0.820,0.730,3.25,0.990","1.530,4.200,4.400,0.920,1.0,0.820,0.780,3.25,0.950",,"2.120,3.400,2.600,0.900,0.25,0.800,0.800,3.25,0.900","2.100,3.450,2.540,0.870,0.25,0.830,0.870,3.25,0.830","2.070,3.700,2.530,0.920,0.25,0.810,0.870,3.25,0.860","2.150,3.600,2.650,0.900,0.25,0.830,0.940,3.5,0.790",,"2.070,3.700,2.530,0.900,0.25,0.800,0.850,3.25,0.850","1.440,4.620,5.470,0.500,0.5,1.450,0.790,3.25,0.970"
20200417,,白俄后备,伊斯洛奇明斯克雷恩后备队,斯拉维亚莫兹里后备队,3-0,"1.610,4.200,4.200,0.820,0.75,0.980,0.850,3.0,0.950","1.500,4.250,4.050,0.850,1.0,0.850,0.850,3.5,0.850","1.580,3.950,4.200,0.980,1.0,0.780,0.750,3.0,1.010",,"1.540,3.900,4.100,0.870,1.0,0.830,0.800,3.5,0.900",,,,"1.570,4.200,4.500,0.950,1.0,0.760,0.790,3.5,0.910","1.650,3.900,3.900,0.850,0.75,0.890,0.800,3.25,0.910",,"1.540,3.900,4.100,0.870,1.0,0.830,0.800,3.5,0.900","1.530,4.000,3.850,0.880,1.0,0.820,0.900,3.5,0.800","1.500,4.250,4.050,0.870,1.0,0.860,0.870,3.5,0.860","1.570,4.200,4.200,0.840,1.0,0.880,0.950,3.75,0.780",,"1.500,4.250,4.050,0.850,1.0,0.850,0.850,3.5,0.850","1.660,3.930,4.360,0.800,0.75,0.960,0.830,3.0,0.930"
20200417,,塔吉克U21,杜尚别伊斯蒂克洛尔U21,哈特隆U21,4-2,,,,,,,,,,,,,,,,,,
20200417,,白俄后备,维特布斯克后备队,布雷斯特迪纳摩后备队,2-1,"2.250,3.600,2.700,0.980,0.25,0.820,1.020,3.25,0.780","2.150,3.950,2.310,0.780,0,0.920,0.820,3.75,0.880","2.250,3.500,2.550,0.740,0,1.010,0.710,3.0,1.060",,"2.250,3.400,2.420,0.780,0,0.920,0.930,3.75,0.770",,,,"2.300,3.600,2.600,0.830,0,0.870,0.770,3.75,0.940","2.250,3.700,2.500,0.770,0,0.980,0.850,4.0,0.880",,"2.270,3.500,2.360,0.780,0,0.920,0.930,3.75,0.770","2.240,3.400,2.370,0.800,0,0.900,0.850,3.75,0.850","2.150,3.950,2.310,0.800,0,0.930,0.840,3.75,0.890","2.250,4.000,2.400,0.800,0,0.930,0.950,4.0,0.780",,"2.150,3.950,2.310,0.780,0.0,0.920,0.820,3.75,0.880","2.170,3.880,2.750,0.940,0.25,0.810,1.000,3.25,0.770"
20200417,,白俄甲,FK戈梅利火车头,斯韦洛戈斯克,5-0,"1.080,10.000,15.000,0.820,2.5,0.980,0.980,3.75,0.820","1.050,8.000,13.500,0.850,2.5,0.850,0.900,3.75,0.800","1.050,7.250,15.000,0.780,2.0,0.940,0.900,3.25,0.810",,"1.080,7.500,16.000,0.840,2.5,0.960,0.920,3.75,0.880",,,,"1.100,9.000,8.400,0.830,2.5,0.940,0.880,3.75,0.890","1.130,6.500,13.000,0.820,2.0,0.960,0.930,3.25,0.830",,"1.080,7.500,16.000,0.840,2.5,0.960,0.920,3.75,0.880","1.092,5.200,18.500,0.900,2.5,0.900,0.800,3.75,1.000","1.060,7.600,12.500,0.870,2.5,0.860,0.920,3.75,0.810","1.110,7.500,16.000,0.800,2.0,0.970,0.910,3.25,0.820",,"1.060,7.600,12.500,0.860,2.5,0.840,0.910,3.75,0.790","1.110,8.260,18.500,0.810,2.0,0.980,0.940,3.25,0.850"
20200417,,白俄超,别尔希纳博布鲁伊斯克,维格瓦姆斯莫列维奇,1-1,"2.200,3.400,3.200,0.900,0.25,0.900,0.980,2.25,0.820","2.200,3.150,2.870,0.960,0.25,0.800,0.960,2.25,0.800","2.050,3.050,3.350,1.000,0.25,0.800,0.980,2.25,0.780",,"2.200,3.100,2.950,0.960,0.25,0.800,0.960,2.25,0.800",,,,"2.380,3.000,3.300,1.030,0.25,0.780,0.790,1.75,1.010","2.250,2.900,3.000,0.990,0.25,0.830,0.950,2.25,0.800",,"2.200,3.100,2.950,0.960,0.25,0.800,0.960,2.25,0.800","2.380,3.000,2.460,1.000,0.25,0.800,0.900,2.0,0.900","2.200,3.150,2.870,0.980,0.25,0.810,0.980,2.25,0.810","2.150,3.150,3.200,0.860,0.25,0.880,0.960,2.25,0.790",,"2.200,3.150,2.870,0.960,0.25,0.800,0.960,2.25,0.800","2.120,3.250,3.590,0.790,0.25,1.000,0.980,2.25,0.800"
20200416,,尼加青联,马纳瓜尤文图斯U20,奥科塔尔体育U20,2-1,"1.360,4.500,6.000,0.850,1.25,0.950,0.800,3.25,1.000","1.430,4.200,4.700,0.750,1.0,0.950,0.840,3.0,0.860","1.470,4.000,5.050,0.860,1.25,0.890,0.890,3.0,0.860",,"1.440,3.950,5.800,0.760,1.0,1.000,0.900,3.0,0.860",,,,"1.400,4.500,5.500,1.060,1.5,0.630,0.900,3.5,0.740","1.530,3.900,4.750,0.950,1.0,0.830,0.930,3.0,0.830",,"1.440,3.950,5.800,0.760,1.0,1.000,0.900,3.0,0.860","1.390,4.100,5.000,0.870,1.25,0.890,0.890,3.0,0.870","1.430,4.200,4.700,0.770,1.0,0.960,0.860,3.0,0.870","1.490,4.100,4.800,0.750,1.0,0.950,0.900,3.0,0.810",,"1.360,4.350,5.300,0.850,1.25,0.850,0.750,3.0,0.950","1.370,4.660,6.680,0.890,1.25,0.880,0.880,3.0,0.880"
20200416,,尼拉甲,沃尔特费雷迪,拉斯萨巴纳斯,2-0,"1.500,4.000,5.750,0.880,1.0,0.920,0.920,2.75,0.880","1.410,3.900,5.300,0.750,1.0,0.950,0.800,2.5,0.900","1.340,4.550,6.550,1.040,1.25,0.750,0.930,2.75,0.810",,"1.460,3.950,5.500,0.850,1.0,0.850,0.900,2.75,0.800",,,,"1.240,4.600,7.800,0.850,1.5,0.850,0.780,2.75,0.930","1.450,4.000,5.500,0.830,1.0,0.950,0.830,2.75,0.870",,"1.480,3.900,5.300,0.850,1.0,0.850,0.900,2.75,0.800","1.480,4.000,4.300,0.800,1.0,0.900,0.820,2.75,0.880","1.410,3.900,5.300,0.770,1.0,0.960,0.820,2.5,0.910","1.480,3.900,5.250,0.850,1.0,0.850,0.900,2.75,0.800",,"1.410,3.900,5.300,0.750,1.0,0.950,0.800,2.5,0.900","1.530,3.830,5.640,0.890,1.0,0.870,0.870,2.75,0.890"
20200416,,尼加青联,皇家马德里斯U20,奇南德加U20,5-0,"1.080,10.000,12.000,0.780,2.5,1.020,0.780,4.25,1.020","1.080,7.700,11.000,0.850,2.5,0.850,0.770,4.25,0.930","1.130,7.750,9.750,0.860,2.5,0.930,0.900,4.25,0.880",,".000,.000,.000,0.770,2.5,0.990,0.880,4.25,0.880",,,,"1.080,10.000,12.000,0.780,2.5,0.860,0.640,4.25,1.040","1.090,8.000,13.000,0.840,2.5,0.940,0.830,4.25,0.950",,".000,.000,.000,0.770,2.5,0.990,0.910,4.25,0.850","1.110,5.400,13.000,0.830,2.5,0.930,0.810,4.25,0.950","1.080,7.700,11.000,0.870,2.5,0.860,0.790,4.25,0.940","1.100,8.500,11.500,0.800,2.5,0.970,0.880,4.25,0.850",,"1.080,7.400,11.000,0.710,2.5,0.990,0.850,4.25,0.850","1.140,8.400,10.390,0.960,2.5,0.810,0.920,4.25,0.830"
20200416,,尼加青联,皇家埃斯特利U20,迪里亚U20,4-1,"1.140,8.000,10.000,0.800,2.0,1.000,1.000,4.0,0.800","1.170,5.900,7.900,0.840,2.0,0.860,0.800,3.75,0.900","1.090,8.250,10.750,0.870,2.0,0.870,0.840,3.75,0.910",,"1.190,5.800,9.300,0.940,2.0,0.820,0.860,3.75,0.900",,,,"1.180,5.700,7.600,0.920,2.0,0.730,0.870,4.0,0.770","1.070,8.000,15.000,0.850,2.5,0.930,0.850,4.0,0.910",,"1.190,5.800,9.300,0.940,2.0,0.820,0.860,3.75,0.900","1.200,4.500,9.250,0.880,2.0,0.880,0.840,3.75,0.920","1.180,5.700,7.600,0.860,2.0,0.870,0.820,3.75,0.910","1.150,7.000,9.000,0.840,2.0,0.860,0.800,3.75,0.900",,"1.180,5.700,7.600,0.920,2.0,0.780,0.900,3.75,0.800","1.210,6.090,9.430,0.990,2.0,0.770,0.830,3.5,0.920"
20200416,,尼拉甲,尤文图斯马纳瓜,奥科塔尔体育,0-1,"1.400,4.500,6.500,1.000,1.25,0.800,1.000,2.75,0.800","1.390,3.950,5.500,0.980,1.25,0.720,0.800,2.5,0.900","1.370,4.350,6.350,0.980,1.25,0.810,0.970,2.75,0.780",,"1.390,4.350,5.900,0.900,1.25,0.800,0.900,2.75,0.800",,,,"1.350,4.100,6.000,1.060,1.5,0.680,0.920,2.75,0.790","1.360,4.200,6.500,0.930,1.25,0.850,0.910,2.75,0.800",,"1.400,4.300,5.800,0.900,1.25,0.800,0.900,2.75,0.800","1.410,4.100,4.900,0.920,1.25,0.780,0.920,2.75,0.780","1.390,3.950,5.500,1.000,1.25,0.730,0.820,2.5,0.910","1.400,4.300,5.750,0.900,1.25,0.800,0.900,2.75,0.800",,"1.390,3.950,5.500,0.980,1.25,0.720,0.800,2.5,0.900","1.410,4.220,6.810,0.960,1.25,0.800,0.950,2.75,0.810"
20200416,,尼拉甲,皇家埃斯特利,迪里亚,0-0,"2.100,3.200,3.300,0.880,0.25,0.920,0.880,2.25,0.920","1.990,3.100,3.050,0.750,0.25,0.950,0.840,2.25,0.860","1.860,3.250,3.750,0.920,0.5,0.860,0.920,2.25,0.820",,"1.960,3.150,3.550,0.800,0.25,0.900,0.800,2.25,0.900",,,,"1.680,3.200,4.000,0.920,0.75,0.790,0.860,2.25,0.840","2.050,3.100,3.250,0.810,0.25,0.970,0.850,2.25,0.850",,"2.060,3.100,3.300,0.800,0.25,0.900,0.800,2.25,0.900","1.800,3.350,3.250,1.060,0.75,0.700,0.910,2.25,0.850","1.990,3.100,3.050,0.770,0.25,0.960,0.860,2.25,0.870","2.050,3.100,3.300,0.800,0.25,0.900,0.800,2.25,0.900",,"1.990,3.100,3.050,0.750,0.25,0.950,0.840,2.25,0.860","1.490,3.730,7.200,0.910,1.0,0.890,0.970,2.25,0.820"
20200416,,尼拉甲,马那瓜,哈拉帕城市,6-1,"1.400,4.330,6.500,0.980,1.25,0.820,1.000,2.75,0.800","1.360,4.100,5.900,0.950,1.25,0.750,0.750,2.5,0.950","1.350,4.050,7.500,0.980,1.25,0.810,0.970,2.75,0.780",,"1.410,4.100,6.000,0.800,1.25,0.900,0.900,2.75,0.800",,,,"1.370,4.000,6.000,0.920,1.25,0.790,0.980,2.75,0.740","1.400,4.000,6.500,0.920,1.25,0.850,0.930,2.75,0.780",,"1.400,4.200,6.000,0.800,1.25,0.900,0.900,2.75,0.800","1.410,4.100,4.800,0.920,1.25,0.780,0.900,2.75,0.800","1.380,4.050,5.600,0.970,1.25,0.760,0.770,2.5,0.960","1.400,4.200,6.000,0.800,1.25,0.900,0.900,2.75,0.800",,"1.380,4.050,5.600,0.950,1.25,0.750,0.750,2.5,0.950","1.480,4.010,5.980,0.950,1.25,0.810,0.900,2.75,0.860"
20200416,,尼拉甲,皇家马德里斯,奇南德加,2-0,"2.200,3.250,3.000,0.980,0.25,0.820,0.980,2.5,0.820","1.980,3.250,2.970,0.750,0.25,0.950,0.900,2.5,0.800","1.900,3.450,3.400,0.780,0.25,1.000,0.950,2.5,0.800",,"2.140,3.200,3.000,0.900,0.25,0.800,0.850,2.5,0.850",,,,"1.550,4.000,5.200,0.780,0.75,0.930,0.720,2.5,1.010","2.150,3.200,2.900,0.940,0.25,0.840,0.900,2.5,0.800",,"2.170,3.200,2.960,0.900,0.25,0.800,0.850,2.5,0.850","2.220,3.250,2.500,0.900,0.25,0.800,0.920,2.5,0.780","1.980,3.250,2.970,0.770,0.25,0.960,0.920,2.5,0.810","2.050,3.300,3.200,0.900,0.25,0.840,0.940,2.5,0.800",,"1.980,3.250,2.970,0.750,0.25,0.950,0.900,2.5,0.800","1.930,3.330,3.830,0.910,0.25,0.850,0.950,2.5,0.810"
20200416,,罗乙,斯拉戈夫体育,米奥文尼,0-3,,,,,,,,,,,,,,,,,,
20200416,,白俄后备,索利戈尔斯克矿工后备队,斯卢茨克后备队,4-2,"1.450,4.200,5.250,0.820,1.0,0.970,0.970,3.25,0.820","1.400,4.350,4.800,0.920,1.25,0.780,0.910,3.25,0.790","1.400,4.450,5.400,0.870,1.0,0.880,0.940,3.25,0.810",,"1.450,4.200,4.550,0.700,1.0,1.000,0.910,3.25,0.790",,,,"1.450,4.200,5.300,0.830,1.0,0.870,0.860,3.25,0.840","1.500,4.100,5.000,0.820,1.0,0.920,0.950,3.25,0.780",,"1.450,4.250,4.500,0.570,0.75,1.140,0.910,3.25,0.790","1.410,4.200,4.800,0.740,1.0,0.960,0.850,3.25,0.850","1.390,4.400,4.900,0.940,1.25,0.790,0.930,3.25,0.800","1.540,4.100,4.600,0.790,1.0,0.940,0.930,3.25,0.800",,"1.430,4.200,4.650,0.750,1.0,0.950,0.950,3.25,0.750","1.500,4.420,5.110,0.810,1.0,0.950,0.900,3.25,0.860"
20200416,,白俄后备,博布鲁斯克后备队,斯莫列维奇后备队,6-2,"2.750,4.000,2.000,0.950,-0.25,0.850,0.970,3.5,0.820","2.660,3.800,1.960,0.700,-0.5,1.000,0.740,3.25,0.960","2.850,3.700,2.050,0.940,-0.25,0.860,0.970,3.5,0.790",,"2.660,3.600,2.010,0.910,-0.25,0.790,0.880,3.5,0.820",,,,"2.800,4.000,2.000,0.890,-0.25,0.820,0.750,3.25,0.970","2.750,3.700,2.050,0.920,-0.25,0.820,0.930,3.5,0.800",,"2.650,3.650,2.010,0.910,-0.25,0.790,0.880,3.5,0.820","2.640,3.450,2.040,0.950,-0.25,0.750,0.930,3.5,0.770","2.660,3.800,1.960,0.950,-0.25,0.780,0.900,3.5,0.830","2.800,3.900,2.000,0.910,-0.25,0.830,0.930,3.5,0.780",,"2.630,3.750,1.990,0.890,-0.25,0.810,0.940,3.5,0.760","2.930,3.860,2.070,0.920,-0.25,0.850,0.870,3.25,0.890"
20200416,,白俄超,明斯克动力,戈洛迪亚,0-1,"2.250,3.400,3.100,0.980,0.25,0.820,0.980,2.25,0.820","2.110,3.150,3.050,0.960,0.25,0.800,1.000,2.25,0.760","2.200,3.100,3.050,1.000,0.25,0.800,1.010,2.25,0.740",,"2.210,3.050,2.960,0.960,0.25,0.800,1.000,2.25,0.760",,,,"1.930,3.500,3.400,0.970,0.5,0.830,0.880,2.25,0.910","2.200,3.000,3.000,0.990,0.25,0.830,1.020,2.25,0.750",,"2.210,3.050,2.960,0.960,0.25,0.800,1.000,2.25,0.760","2.030,3.100,2.880,0.750,0.25,1.050,0.900,2.25,0.900","2.210,3.100,2.890,0.980,0.25,0.810,1.020,2.25,0.770","2.200,3.100,2.900,0.950,0.25,0.790,1.000,2.25,0.760",,"2.210,3.100,2.890,0.960,0.25,0.800,1.000,2.25,0.760","2.330,3.170,3.180,0.980,0.25,0.820,1.030,2.25,0.750"
20200413,,尼加青联,奇南德加U20,皇家埃斯特利U20,1-4,"5.500,4.500,1.400,1.100,-1.25,0.700,0.680,3.25,1.150","4.650,4.100,1.450,0.860,-1.0,0.740,0.810,3.0,0.790","4.950,4.150,1.410,1.250,-0.75,0.560,0.660,2.75,1.070",,"5.500,3.800,1.480,0.950,-1.0,0.810,0.910,3.0,0.850",,,,"13.000,8.500,1.100,0.830,-2.5,0.810,0.830,4.0,0.810","4.800,3.750,1.550,0.760,-1.0,1.030,0.900,2.75,0.870",,"6.500,4.000,1.400,0.950,-1.0,0.810,0.910,3.0,0.850","4.100,4.200,1.470,1.250,-0.75,0.560,0.670,2.75,1.090","5.000,4.300,1.390,0.980,-1.0,0.650,0.830,3.0,0.800","5.000,3.800,1.550,0.950,-1.0,0.810,0.650,2.5,1.100",,"7.200,5.400,1.140,0.990,-1.75,0.610,0.840,3.75,0.760","6.850,5.080,1.330,0.860,-1.5,0.900,0.780,3.25,0.980"
20200413,,尼加青联,奥科塔尔体育U20,沃尔特费雷迪U20,1-2,"2.000,3.600,3.000,0.850,0.5,0.950,0.820,3.0,0.980","1.720,3.750,3.350,0.710,0.5,0.890,0.740,3.0,0.860","1.830,3.600,3.100,0.780,0.5,0.920,0.790,3.0,0.910",,"1.790,3.350,3.800,0.790,0.5,0.970,0.810,3.0,0.950",,,,"2.000,3.500,2.900,1.030,0.5,0.650,0.670,3.0,0.990","1.930,3.700,3.000,0.810,0.25,0.970,0.910,3.25,0.850",,"1.790,3.350,3.800,0.790,0.5,0.970,0.810,3.0,0.950","1.830,3.400,3.100,0.810,0.5,0.950,0.820,3.0,0.940","1.800,3.600,3.150,0.730,0.5,0.900,0.760,3.0,0.870","2.000,3.600,3.100,0.790,0.5,0.970,0.650,3.0,1.100",,"1.880,3.400,2.680,0.890,0.5,0.710,0.720,3.0,0.880","2.030,4.000,2.940,0.810,0.25,0.960,0.880,3.0,0.890"
